出貨/銷退日(C10),客戶編號,產品料號,淨銷售量(交易),銷售淨額(本幣/未稅)
2024/01/16,C3160,R1111,0,0
2024/01/16,C3160,R1116,0,0
2024/01/16,C3197,A0101001,1,1530
2024/01/16,C3197,A0102009,1,1400
2024/01/16,C3201,A0101001,1,1530
2024/01/16,D1102,C0104014,5,4250
2024/01/16,D1103,A0105010,2,2900
2024/01/16,D1103,A0105012,8,13200
2024/01/16,D1103,A0105014,1,2100
2024/01/16,D1103,A0399049,3,720
2024/01/16,D1103,B0199009,5,4400
2024/01/16,D1103,B0401001,2,720
2024/01/16,D1103,F0102003,1,500
2024/01/16,D1103,I0102018,1,1600
2024/01/16,D1103,I0504003,3,900
2024/01/16,D1103,J0604001,1,2250
2024/01/16,D1103,K0201167,1,355
2024/01/16,D1103,L0102003,20,3900
2024/01/16,D1103,M0101002,5,850
2024/01/16,D1103,M0101011,2,800
2024/01/16,D1106,A0101003,2,3000
2024/01/16,D1113,A0102003,4,6240
2024/01/16,D1134,L0302003,40,94400
2024/01/16,D1265,B0401001,12,4320
2024/01/16,D1265,D0206001,1,1250
2024/01/16,D1300,B0601003,8,33840
2024/01/16,D1300,C0199019,1,1550
2024/01/16,D1300,I0101004,12,6000
2024/01/16,D1300,I0101014,9,5850
2024/01/16,D1300,I0101025,3,2040
2024/01/16,D1303,A0102005,2,2900
2024/01/16,D1303,D0101012,20,2100
2024/01/16,D1303,D9999026,24,2160
2024/01/16,D1360,G0101007,1,2000
2024/01/16,D1360,G0101015,3,1650
2024/01/16,D1435,A0101003,2,3000
2024/01/16,D1442,B0401006,2,1400
2024/01/16,D1442,R1109,0,0
2024/01/16,D1443,A0102009,1,1400
2024/01/16,D1443,M0101001,12,3480
2024/01/16,D1469,I0101004,2,1040
2024/01/16,D1469,R1108,0,0
2024/01/16,D1531,A0101003,2,2900
2024/01/16,D1531,A0102001,2,2640
2024/01/16,D1531,L0302005,1,2857
2024/01/16,D1600,B0401001,12,4114
2024/01/16,D1638,A0101001,1,1530
2024/01/16,D1638,A0102003,1,1610
2024/01/16,D1638,A0102007,1,1550
2024/01/16,D1638,D0101009,20,1340
2024/01/16,D1638,D0101010,20,1340
2024/01/16,D1638,D0199001,5,1600
2024/01/16,D1638,G0601007,5,8000
2024/01/16,D1705,C0199017,7,12460
2024/01/16,D1743,B0401001,36,17145
2024/01/16,D1758,A0102003,1,1610
2024/01/16,D1758,D0101009,40,2680
2024/01/16,D1758,D0101010,60,4020
2024/01/16,D1758,D9999002,10,1300
2024/01/16,D1758,D9999026,48,3840
2024/01/16,D1761,A0102003,1,1610
2024/01/16,D1761,A0102009,1,1400
2024/01/16,D1801,A0101001,-1,-1500
2024/01/16,D1829,L0102003,200,39000
2024/01/16,D1830,A0101001,1,1530
2024/01/16,D1830,A0102003,1,1610
2024/01/16,D1830,B0904001,2,800
2024/01/16,D1863,C0104013,2,1143
2024/01/16,D1863,G0105014,1,1200
2024/01/16,D1863,G0601018,1,5200
2024/01/16,D1863,I0599010,1,450
2024/01/16,D1863,L0103001,5,250
2024/01/16,D1896,D0206001,1,1250
2024/01/16,D1896,D0601004,20,820
2024/01/16,D1896,G0103009,1,660
2024/01/16,D1896,G0602018,1,1250
2024/01/16,D1896,H0102004,2,480
2024/01/16,D1896,I0404031,1,190
2024/01/16,D1896,I0404045,1,260
2024/01/16,D1896,I0599018,3,1110
2024/01/16,D1896,I0599019,3,1500
2024/01/16,D1896,N9901003,2,1280
2024/01/16,D1896,P0201018,1,1700
2024/01/16,D1896,R1111,0,0
2024/01/16,D1923,H0203009,3,720
2024/01/16,D1923,I0404011,3,1140
2024/01/16,D1923,I0404047,9,2880
2024/01/16,D1976,A0199006,4,2800
2024/01/16,D1976,A0314001,10,230
2024/01/16,D2083,C0104013,12,6286
2024/01/16,D2094,B0501001,84,21840
2024/01/16,D2094,D9999005,1,840
2024/01/16,D2094,G0103009,3,1514
2024/01/16,D2094,G0602069,1,700
2024/01/16,D2094,H0601022,2,4400
2024/01/16,D2094,J0302001,2,1143
2024/01/16,D2120,H0101013,4,1360
2024/01/16,D2120,H0102003,1,3000
2024/01/16,D2120,H0104001,1,8000
2024/01/16,D2120,H0109006,1,4500
2024/01/16,D2120,H0399063,1,2500
2024/01/16,D2120,I0299019,1,2900
2024/01/16,D2121,A0101001,3,4590
2024/01/16,D2121,F0102003,2,1000
2024/01/16,D2121,L0102003,4,780
2024/01/16,D2121,L0201001,1,175
2024/01/16,D2121,R1111,0,0
2024/01/16,E1137,C0102003,6,1080
2024/01/16,E1137,L0102002,20,2857
2024/01/16,E1137,L0201002,10,1667
2024/01/16,E1161,I0404014,6,2100
2024/01/16,E1161,L0201001,10,1750
2024/01/16,E1161,R1109,0,0
2024/01/16,E1251,A0101009,1,2050
2024/01/16,E1251,E0301002,1,160
2024/01/16,E1251,H0401022,1,800
2024/01/16,E1251,I0503006,1,400
2024/01/16,E1251,J0109007,1,630
2024/01/16,E1252,B0401001,2,840
2024/01/16,E1252,G0601007,1,1600
2024/01/16,E1252,H0101017,3,1260
2024/01/16,E1252,H0101024,2,580
2024/01/16,E1252,H0102002,2,580
2024/01/16,E1252,H0103002,2,1460
2024/01/16,E1252,I0299005,1,275
2024/01/16,E1351,A0102001,5,6583
2024/01/16,E1409,D0102009,1,1733
2024/01/16,E1409,J0201008,3,795
2024/01/16,E1409,L0203001,1,900
2024/01/16,E1443,D0103014,3,2670
2024/01/16,E1443,L0103001,15,735
2024/01/16,E1445,A0102005,1,1450
2024/01/16,E1445,I0599001,2,1300
2024/01/16,E1466,A0101001,2,3060
2024/01/16,E1477,A0102009,9,12107
2024/01/16,E1507,B0301027,8,3960
2024/01/16,E1507,C0104011,1,571
2024/01/16,E1507,M0101008,4,1820
2024/01/16,E1520,H0401018,1,500
2024/01/16,E1520,I0101002,2,1200
2024/01/16,E1520,I0101004,6,3120
2024/01/16,E1520,I0101008,3,1800
2024/01/16,E1520,I0101014,1,650
2024/01/16,E1520,I0599023,1,3800
2024/01/16,E1520,R1111,0,0
2024/01/16,E1530,B0401001,36,12960
2024/01/16,E1530,G0602016,3,4200
2024/01/16,E1530,G0602042,2,2600
2024/01/16,E1530,I0404016,2,1280
2024/01/16,E1530,I0699005,10,14200
2024/01/16,E1571,B0401001,24,8640
2024/01/16,E1571,D0102009,1,1800
2024/01/16,E1607,D0601002,3,123
2024/01/16,E1607,I0201002,1,250
2024/01/16,E1607,K0101136,2,640
2024/01/16,E1607,R1108,0,0
2024/01/16,E1613,I0507002,1,260
2024/01/16,E1649,A0101003,4,6000
2024/01/16,E1649,D0102009,4,7200
2024/01/16,E1649,D0699001,9,2583
2024/01/16,E1661,B0403001,2,450
2024/01/16,E1661,R1116,0,0
2024/01/16,E1706,A0101007,1,1750
2024/01/16,E1706,A0102005,1,1450
2024/01/16,E1709,A0108007,8,5160
2024/01/16,E1709,D0106002,20,540
2024/01/16,E1709,H0301029,1,650
2024/01/16,E1709,H0399063,1,2500
2024/01/16,E1709,I0201005,1,2000
2024/01/16,E1709,I0299019,1,2900
2024/01/16,E1711,I0599009,1,5000
2024/01/16,E1741,C0199017,1,2540
2024/01/16,E1741,G0502001,1,2200
2024/01/16,E1741,J0499025,2,630
2024/01/16,E1741,J0599005,1,330
2024/01/16,E1741,K0101061,2,1710
2024/01/16,E1747,D0101009,10,850
2024/01/16,E1747,D0101010,5,450
2024/01/16,E1747,G0502002,1,990
2024/01/16,E1747,H0101009,1,330
2024/01/16,E1747,H0101017,1,420
2024/01/16,E1747,H0105002,1,510
2024/01/16,E1747,R1111,0,0
2024/01/16,E1831,A0101001,4,6120
2024/01/16,E1831,A0101003,1,1500
2024/01/16,E1831,A0105008,1,1950
2024/01/16,E1831,B0199009,5,4700
2024/01/16,E1831,B0401001,4,1680
2024/01/16,E1831,B0901004,1,505
2024/01/16,E1831,C0102003,2,360
2024/01/16,E1831,D0103012,1,925
2024/01/16,E1831,F0102003,4,2000
2024/01/16,E1831,G0103001,1,850
2024/01/16,E1831,G0601001,1,2000
2024/01/16,E1831,H0301002,1,165
2024/01/16,E1831,H0301004,1,110
2024/01/16,E1831,H0399002,1,90
2024/01/16,E1831,I0199006,1,600
2024/01/16,E1831,I0201002,1,250
2024/01/16,E1831,I0507004,3,576
2024/01/16,E1831,M0101001,2,636
2024/01/16,E1840,K0101042,1,350
2024/01/16,E1840,K0101202,3,765
2024/01/16,E1840,R1100,1,95
2024/01/16,E1851,A0101001,2,3060
2024/01/16,E1851,A0102023,2,2180
2024/01/16,E1851,B0199009,15,13200
2024/01/16,E1851,B0904001,4,1600
2024/01/16,E1851,D0102009,1,1800
2024/01/16,E1851,E0101001,1,1900
2024/01/16,E1851,H0399003,1,1900
2024/01/16,E1851,I0101009,2,1040
2024/01/16,E1851,I0102017,1,1400
2024/01/16,E1851,I0201006,5,800
2024/01/16,E1851,J0201001,6,1440
2024/01/16,E1851,J0699009,1,880
2024/01/16,E1851,L0103001,5,250
2024/01/16,E1851,L0199008,2,3500
2024/01/16,E1857,B0904001,156,54600
2024/01/16,E1860,B0401001,3,1260
2024/01/16,E1860,G0601001,1,2000
2024/01/16,E1860,R1110,0,0
2024/01/16,E1861,A0101001,1,1530
2024/01/16,E1861,B0199009,5,4950
2024/01/16,E1861,B0401001,1,420
2024/01/16,E1861,C0104014,1,850
2024/01/16,E1861,J0201001,1,240
2024/01/16,E1861,L0102003,3,585
2024/01/16,E1861,L0103001,2,100
2024/01/16,E1861,M0101002,6,1020
2024/01/16,E1861,M0101003,3,519
2024/01/16,E1861,N0501001,2,350
2024/01/16,E1861,N0501002,1,175
2024/01/16,E1861,N0501007,3,525
2024/01/16,E1861,P0101004,3,111
2024/01/16,E1861,R1111,0,0
2024/01/16,E1862,J0201012,6,1740
2024/01/16,E1862,R1100,1,95
2024/01/16,E1876,C0199027,1,686
2024/01/16,E1876,D0101009,2,180
2024/01/16,E1876,D9999002,2,260
2024/01/16,E1876,K0101202,20,5100
2024/01/16,E1882,B0199009,5,4950
2024/01/16,E1882,B0301010,1,320
2024/01/16,E1882,B0401001,1,420
2024/01/16,E1882,E0101004,1,130
2024/01/16,E1882,H0101017,2,840
2024/01/16,E1882,M0101008,1,455
2024/01/16,E1897,A0101003,3,4500
2024/01/16,E1919,A0102003,1,1610
2024/01/16,E1919,R1100,1,95
2024/01/16,E1924,C0199010,1,220
2024/01/16,E1924,D0101010,3,270
2024/01/16,E1924,D9999002,2,260
2024/01/16,E1924,M0101003,24,3840
2024/01/16,E1926,C0107001,6,4260
2024/01/16,E1929,K0101162,6,3720
2024/01/16,E1930,A0102009,1,1400
2024/01/16,E1930,D0104002,10,360
2024/01/16,E1930,H0109002,1,450
2024/01/16,E1930,H0399002,1,90
2024/01/16,E1930,H0399023,1,95
2024/01/16,E1930,I0101004,1,520
2024/01/16,E1930,J0109015,2,571
2024/01/16,E1930,J0109023,1,286
2024/01/16,E1930,L0102002,1,150
2024/01/16,E1930,R1108,0,0
2024/01/16,E1930,R1111,0,0
2024/01/16,E1938,C0107004,1,580
2024/01/16,E1938,C0199019,2,3180
2024/01/16,E1938,J0303004,1,550
2024/01/16,E1943,D0204001,1,140
2024/01/16,E1943,I0503006,3,1200
2024/01/16,E1943,I0507004,8,1456
2024/01/16,E1943,I0507007,2,400
2024/01/16,E1943,K0201041,1,245
2024/01/16,E1943,M0101002,5,850
2024/01/16,E1943,M0101008,2,910
2024/01/16,E1943,M0101009,1,455
2024/01/16,F1140,A0108007,20,12286
2024/01/16,F1140,D0103014,1,890
2024/01/16,F1140,L0103001,10,490
2024/01/16,F1149,A0108018,3,1629
2024/01/16,F1149,C0102001,2,1900
2024/01/16,F1200,A0102001,3,4110
2024/01/16,F1200,A0107001,4,2840
2024/01/16,F1200,A0108007,2,1290
2024/01/16,F1200,I0299037,1,550
2024/01/16,F1200,L0102002,3,450
2024/01/16,F1201,B0301010,12,3657
2024/01/16,F1201,H0303002,2,109
2024/01/16,F1201,H0399002,1,90
2024/01/16,F1201,H0399045,1,210
2024/01/16,F1223,A0102009,3,4200
2024/01/16,F1223,L0103001,35,1715
2024/01/16,F1233,A0108007,20,12286
2024/01/16,F1233,C0103002,2,1080
2024/01/16,F1233,C0104014,1,850
2024/01/16,F1233,D0103009,80,3040
2024/01/16,F1233,D0106002,20,540
2024/01/16,F1233,H0201003,2,1640
2024/01/16,F1233,H0301031,2,1320
2024/01/16,F1233,L0103001,15,735
2024/01/16,F1268,A0302005,7,4620
2024/01/16,F1275,A0101001,10,15300
2024/01/16,F1275,A0108001,1,665
2024/01/16,F1275,A0108018,2,1140
2024/01/16,F1275,I0503006,2,800
2024/01/16,F1275,L0103001,10,500
2024/01/16,F1292,A0102001,1,1370
2024/01/16,F1292,A0102003,1,1610
2024/01/16,F1292,A0108001,15,9286
2024/01/16,F1292,B0301011,6,1920
2024/01/16,F1292,D0103012,10,9250
2024/01/16,F1292,H0201007,5,675
2024/01/16,F1359,H0401003,1,460
2024/01/16,F1449,A0102005,1,1450
2024/01/16,F1459,A0108007,5,3071
2024/01/16,F1459,D0103005,1,890
2024/01/16,F1627,A0107017,4,2743
2024/01/16,F1627,A0108007,1,614
2024/01/16,F1627,A0302005,2,1006
2024/01/16,F1627,H0109002,2,858
2024/01/16,F1627,H0399001,1,100
2024/01/16,F1627,H0399023,1,95
2024/01/16,F1627,H0399045,4,839
2024/01/16,F1627,I0299005,4,1048
2024/01/16,F1627,L0103001,1,48
2024/01/16,F1695,A0101003,2,2900
2024/01/16,F1695,A0108001,1,665
2024/01/16,F1695,B0199009,5,4400
2024/01/16,F1695,C0199019,1,1590
2024/01/16,F1695,D0101011,2,200
2024/01/16,F1695,D0103004,20,380
2024/01/16,F1695,D0199027,3,450
2024/01/16,F1695,I0203005,1,1400
2024/01/16,F1695,I0503006,2,800
2024/01/16,F1695,I0507004,2,384
2024/01/16,F1695,M0101008,14,6370
2024/01/16,F1713,A0102009,1,1400
2024/01/16,F1713,B0203001,1,300
2024/01/16,F1713,B0204001,2,1280
2024/01/16,F1713,G0602067,1,700
2024/01/16,F1740,A0102003,1,1610
2024/01/16,F1740,A0111002,1,1100
2024/01/16,F1740,I0101008,2,1200
2024/01/16,F1774,H0102004,2,480
2024/01/16,F1774,I0202002,1,490
2024/01/16,F1774,N0801002,3,150
2024/01/16,F1774,R1100,1,95
2024/01/16,F1788,J0201023,6,1320
2024/01/16,F1788,J0499038,12,1944
2024/01/16,F1788,J0499043,6,792
2024/01/16,F1788,J0499052,6,810
2024/01/16,G1858,A0102019,2,2346
2024/01/16,G1858,A0105008,2,3460
2024/01/16,G1858,A0111023,15,15750
2024/01/16,G1858,B0199009,50,44000
2024/01/16,G1858,B0205001,360,147600
2024/01/16,G1858,B0301071,36,8928
2024/01/16,G1858,B0401001,444,133200
2024/01/16,G1858,B0401004,22,14300
2024/01/16,G1858,B0904001,24,7296
2024/01/16,G1858,B1002001,24,1560
2024/01/16,G1858,C0104013,18,6642
2024/01/16,G1858,C0104016,18,6514
2024/01/16,G1858,C0107007,2,220
2024/01/16,G1858,C0107013,1,85
2024/01/16,G1858,D0699002,10,1763
2024/01/16,G1858,D0699004,20,960
2024/01/16,G1858,E0101007,20,2434
2024/01/16,G1858,E0101011,2,1300
2024/01/16,G1858,F0101018,10,6300
2024/01/16,G1858,F0101030,5,2474
2024/01/16,G1858,F0101049,600,240000
2024/01/16,G1858,F0301009,4,7854
2024/01/16,G1858,F0301010,40,10400
2024/01/16,G1858,G0104007,18,6660
2024/01/16,G1858,G0104018,24,4680
2024/01/16,G1858,G0601022,20,39000
2024/01/16,G1858,G0601023,1,970
2024/01/16,G1858,H0101030,2,1000
2024/01/16,G1858,H0101031,5,2600
2024/01/16,G1858,H0101035,46,39100
2024/01/16,G1858,H0201007,1,78
2024/01/16,G1858,H0305001,4,940
2024/01/16,G1858,H0399038,3,282
2024/01/16,G1858,H0601010,5,15250
2024/01/16,G1858,H0601021,2,2700
2024/01/16,G1858,I0101003,1,3728
2024/01/16,G1858,I0101014,12,6240
2024/01/16,G1858,I0101025,2,1057
2024/01/16,G1858,I0102003,12,12000
2024/01/16,G1858,I0199006,24,12720
2024/01/16,G1858,I0203010,2,2300
2024/01/16,G1858,I0399008,24,3120
2024/01/16,G1858,I0404011,18,4950
2024/01/16,G1858,I0404031,64,8640
2024/01/16,G1858,I0404035,6,1290
2024/01/16,G1858,I0404036,2,380
2024/01/16,G1858,I0404037,2,360
2024/01/16,G1858,I0507012,10,1730
2024/01/16,G1858,I0507013,180,43200
2024/01/16,G1858,I0507014,8,1440
2024/01/16,G1858,I0599019,12,4800
2024/01/16,G1858,I0599023,6,15870
2024/01/16,G1858,I0599024,6,7080
2024/01/16,G1858,I0699002,2,1620
2024/01/16,G1858,I0699003,10,4800
2024/01/16,G1858,I0699004,10,4800
2024/01/16,G1858,I0699006,0,0
2024/01/16,G1858,J0101010,8,2216
2024/01/16,G1858,J0101018,2,990
2024/01/16,G1858,J0101022,2,5900
2024/01/16,G1858,J0109014,9,1620
2024/01/16,G1858,J0299014,3,720
2024/01/16,G1858,J0399018,30,2700
2024/01/16,G1858,J0399028,2,1060
2024/01/16,G1858,J0499038,58,6902
2024/01/16,G1858,J0499041,60,5826
2024/01/16,G1858,J0499043,60,5826
2024/01/16,G1858,J0499050,240,20400
2024/01/16,G1858,J0499053,62,6510
2024/01/16,G1858,J9999046,15,6300
2024/01/16,G1858,K0101168,20,22000
2024/01/16,G1858,K0101187,2,3900
2024/01/16,G1858,K0101211,5,610
2024/01/16,G1858,L0102003,60,10380
2024/01/16,G1858,L0199008,5,6500
2024/01/16,G1858,M0401005,10,22000
2024/01/16,G1858,N0301031,10,38700
2024/01/16,G1858,P9999046,0,0
2024/01/16,G1858,P9999072,5,1100
2024/01/16,G1938,I0199010,112,85120
2024/01/16,G1938,I0199012,15,62700
2024/01/16,G1939,E0101001,1,1600
2024/01/16,G1939,R1100,1,95
2024/01/16,G1942,C0199019,6,8100
2024/01/16,G1981,A0101001,1,1530
2024/01/16,G1981,A0399045,2,1650
2024/01/16,G1988,A0306011,3,11850
2024/01/16,G1997,B0401001,0,0
2024/01/16,K1197,D0101009,4,360
2024/01/16,K1197,J0499015,2,2900
2024/01/16,L1222,A0102003,1,1460
2024/01/16,L1222,M0101003,10,1730
2024/01/16,L1243,A0102001,1,1370
2024/01/16,L1243,A0102003,2,3220
2024/01/16,L1243,A0102009,3,4200
2024/01/16,L1268,A0101041,3,5550
2024/01/16,L1276,I0101024,1,620
2024/01/16,L1276,R1108,0,0
2024/01/16,L1277,I0101011,6,3780
2024/01/16,L1334,C0199025,1,3120
2024/01/16,L1536,B0401001,60,21600
2024/01/16,L1559,C0199017,24,42720
2024/01/16,L1559,K0201171,45,8100
2024/01/16,L1561,J0201008,18,4140
2024/01/16,L1605,A0101001,2,3060
2024/01/16,L1605,A0111002,1,1100
2024/01/16,L1605,A0111023,1,1300
2024/01/16,L1605,H0105002,4,2040
2024/01/16,L1605,R1111,0,0
2024/01/16,M1126,A0111023,3,3900
2024/01/16,M1156,C0104017,9,4114
2024/01/16,M1156,F0301010,10,3000
2024/01/16,M1170,H0301029,1,650
2024/01/16,M1170,H0301030,2,1260
2024/01/16,M1170,L0102004,20,3900
2024/01/16,M1311,G0502002,2,1980
2024/01/16,M1317,F0101009,5,3800
2024/01/16,M1317,F0201018,4,7200
2024/01/16,M1317,F0301010,20,7000
2024/01/16,M1317,I0507004,24,4368
2024/01/16,M1439,I0503002,6,2100
2024/01/16,M1439,I0599002,5,1860
2024/01/16,M1439,R1108,0,0
2024/01/16,M1580,J0302001,2,1143
2024/01/16,M1601,G0103009,4,2019
2024/01/16,M1601,G0602069,1,700
2024/01/16,M1601,H0601022,1,2200
2024/01/16,M1601,J0302001,2,1143
2024/01/16,M1614,A0102009,6,8071
2024/01/16,M1640,B0401001,0,-2160
2024/01/16,M1764,B0401001,24,8640
2024/01/16,M1808,C0104029,16,4640
2024/01/16,M1810,E0101013,10,2000
2024/01/16,M1810,R1100,1,95
2024/01/16,M1870,B0501001,12,2760
2024/01/16,M1870,I0404010,2,1200
2024/01/16,M1870,I0404047,4,1280
2024/01/16,M1892,P0401001,15,26250
2024/01/16,N1193,L0302005,1,2857
2024/01/16,N1197,G0601021,2,3200
2024/01/16,O1160,J0403001,1,1920
2024/01/16,O1160,R1116,0,0
2024/01/16,O1220,B0601001,1,4700
2024/01/16,O1275,A0102009,1,1400
2024/01/16,O1275,I0699007,1,440
2024/01/16,O1275,M0401001,1,650
2024/01/16,O1275,R1100,1,95
2024/01/16,O1275,R1104,1,190
2024/01/16,O1288,A0107009,5,3100
2024/01/16,O1288,I0101002,1,600
2024/01/16,O1311,C0104028,6,8400
2024/01/16,P1105,A0102005,2,2900
2024/01/16,P1115,B0401001,36,12960
2024/01/16,P1124,A0101003,3,4286
2024/01/16,P1124,A0102003,2,3067
2024/01/16,P1124,B0199009,5,4950
2024/01/16,P1124,D0199001,3,960
2024/01/16,P1124,H0104002,1,770
2024/01/16,P1124,L0102002,1,150
2024/01/16,P1195,A0101001,1,1530
2024/01/16,P1195,B0401001,18,6480
2024/01/16,P1195,H0102004,2,480
2024/01/16,P1195,H0105003,1,570
2024/01/16,P1195,H0109002,1,450
2024/01/16,P1195,I0101002,2,1200
2024/01/16,P1195,K0101138,1,720
2024/01/16,Q1198,D0206001,6,7500
2024/01/16,Q1198,G0601007,10,16000
2024/01/16,T1124,A0102019,1,1048
2024/01/16,T1305,A0101007,1,1750
2024/01/16,T1305,D0102009,1,1800
2024/01/16,T1305,L0203004,1,900
2024/01/16,Z198,J0499021,1,53
2024/01/16,Z198,J0499022,1,42
2024/01/16,ZT249,C0104013,9,3303
2024/01/17,A1173,A0102005,2,2900
2024/01/17,A1173,A0102007,1,1550
2024/01/17,A1173,B0401004,3,2100
2024/01/17,A1174,B0401001,12,4320
2024/01/17,A1174,R1109,0,0
2024/01/17,A1210,C0104028,126,144900
2024/01/17,A1210,G0601007,1,1143
2024/01/17,A1210,G0602041,1,1100
2024/01/17,A1231,A0102009,2,2800
2024/01/17,B1209,I0101002,2,1200
2024/01/17,B1218,A0101001,5,7250
2024/01/17,B1218,A0102003,5,7191
2024/01/17,B1218,A0102009,3,3743
2024/01/17,B1218,B0904001,24,8400
2024/01/17,B1218,D0199026,4,2600
2024/01/17,B1218,K0201014,6,1886
2024/01/17,B1301,I0599036,1,120
2024/01/17,B1301,L0199008,1,1750
2024/01/17,B1320,A0102027,4,5600
2024/01/17,B1320,A0111023,3,3900
2024/01/17,B1320,M0101003,10,1730
2024/01/17,B1329,F0301010,1,370
2024/01/17,B1329,G0601001,1,2000
2024/01/17,B1329,I0404044,2,580
2024/01/17,B1349,A0101007,1,1750
2024/01/17,B1349,G0602042,1,1300
2024/01/17,B1349,H0101017,2,900
2024/01/17,B1349,H0102004,1,240
2024/01/17,B1349,H0103002,3,2190
2024/01/17,B1349,I0201006,2,320
2024/01/17,B1349,I0599021,2,1200
2024/01/17,B1383,A0102001,4,5480
2024/01/17,B1383,A0102009,2,2800
2024/01/17,B1383,A0105003,1,1350
2024/01/17,B1383,I0599036,18,2229
2024/01/17,B1383,L0302005,2,5714
2024/01/17,B1524,B0501001,240,62400
2024/01/17,B1524,G0602016,0,0
2024/01/17,B1609,A0101007,1,1750
2024/01/17,B1609,J0399033,6,1050
2024/01/17,B1689,M0401001,4,2600
2024/01/17,B1692,G0601019,1,1600
2024/01/17,B1692,R1100,1,95
2024/01/17,B1756,D0199027,6,900
2024/01/17,B1758,B0401001,12,4114
2024/01/17,B1758,I0599023,6,19800
2024/01/17,B1758,J0604001,1,2250
2024/01/17,B1762,A0306005,4,20000
2024/01/17,B1780,A0301012,1,150
2024/01/17,B1780,E0101001,2,3200
2024/01/17,B1780,J0101021,2,1520
2024/01/17,B1814,G0601007,3,4800
2024/01/17,B1869,B1002001,6,774
2024/01/17,B1869,D0401009,1,820
2024/01/17,B1869,I0404007,6,1560
2024/01/17,B1869,J0299014,4,1180
2024/01/17,B1977,A0102005,3,3893
2024/01/17,B1977,A0102009,4,4810
2024/01/17,B1977,D0104002,20,720
2024/01/17,B1977,D0601002,6,246
2024/01/17,B1977,H0105002,1,510
2024/01/17,B1977,J0201001,2,480
2024/01/17,B2383,B0104008,1,3150
2024/01/17,B2383,H0101009,2,660
2024/01/17,B2383,H0102004,1,240
2024/01/17,B2383,H0399038,1,110
2024/01/17,B2747,C0107005,1,175
2024/01/17,B2747,C0199019,7,10801
2024/01/17,B2747,J0201001,2,480
2024/01/17,B2754,H0105003,2,1140
2024/01/17,B2754,I0404035,12,3360
2024/01/17,B2754,K0101138,3,2160
2024/01/17,B2758,F0301010,10,3400
2024/01/17,B2758,G0601003,3,5400
2024/01/17,B2758,I0404058,3,960
2024/01/17,B2766,A0101009,2,4100
2024/01/17,B2766,C0107002,1,840
2024/01/17,B2766,D0102009,1,1800
2024/01/17,B2766,D0199020,10,1870
2024/01/17,B2955,A0102003,4,5840
2024/01/17,B2955,B0401006,16,11200
2024/01/17,B2955,I0404006,2,580
2024/01/17,B2979,D0101009,1,90
2024/01/17,B2979,D0101012,1,105
2024/01/17,B2979,J0101001,4,1780
2024/01/17,B2979,J0499027,3,945
2024/01/17,B2979,J0599005,4,1320
2024/01/17,B3120,A0102005,2,2900
2024/01/17,B3120,D0601002,12,492
2024/01/17,B3120,I0599018,2,740
2024/01/17,B3120,I0599019,2,1000
2024/01/17,B3234,A0102009,1,1400
2024/01/17,B3234,R1100,1,95
2024/01/17,B3263,B0199009,35,30800
2024/01/17,B3344,C0104016,2,1040
2024/01/17,B3344,R1116,0,0
2024/01/17,B3405,B0401001,12,4320
2024/01/17,B3405,D0102009,1,1800
2024/01/17,B3447,D0199001,2,560
2024/01/17,B3543,I0101011,2,1300
2024/01/17,B3616,A0102001,1,1370
2024/01/17,B3616,A0102005,2,2900
2024/01/17,B3616,D0206001,2,2500
2024/01/17,B3616,H0101009,5,1650
2024/01/17,B3616,H0102004,4,960
2024/01/17,B3616,I0202002,1,490
2024/01/17,B3616,I0404007,1,290
2024/01/17,B3616,I0599019,4,2000
2024/01/17,B3650,B0401001,24,8229
2024/01/17,B3758,B0401001,24,8640
2024/01/17,B3953,B0199014,8,2320
2024/01/17,B3953,B0301027,3,1485
2024/01/17,B3953,R1104,1,190
2024/01/17,B3965,A0102009,3,4200
2024/01/17,B4087,C0199021,4,8400
2024/01/17,B4171,C0199019,2,3180
2024/01/17,B4171,F0301009,1,2400
2024/01/17,B4171,R1110,0,0
2024/01/17,B4188,H0301031,32,21120
2024/01/17,B4241,A0102005,2,2800
2024/01/17,B4241,D0104002,3,99
2024/01/17,B4241,E0202005,1,20
2024/01/17,B4241,L0203001,1,900
2024/01/17,B4254,B0401006,3,2340
2024/01/17,B4254,R1109,0,0
2024/01/17,B4428,A0105003,1,1350
2024/01/17,B4428,C0104028,1,1450
2024/01/17,B4428,G0103003,1,850
2024/01/17,B4443,B0401001,20,7200
2024/01/17,B4515,J0101022,12,40932
2024/01/17,B4515,J0399018,20,2100
2024/01/17,B4515,J0499050,48,6048
2024/01/17,B4515,N0802003,10,3800
2024/01/17,B4525,D0401009,2,1640
2024/01/17,B4538,J0399065,6,2910
2024/01/17,B4549,B0401001,6,2520
2024/01/17,B4549,K0101138,1,720
2024/01/17,B4565,A0101001,15,21450
2024/01/17,B4565,A0101003,2,2800
2024/01/17,B4565,A0101005,3,5550
2024/01/17,B4565,A0101007,13,21450
2024/01/17,B4565,A0101009,3,5850
2024/01/17,B4565,A0102009,2,2600
2024/01/17,B4565,A0102015,1,1800
2024/01/17,B4565,D0102007,0,0
2024/01/17,B4565,D9999026,36,3240
2024/01/17,B4593,C0199021,2,4300
2024/01/17,B4617,J0101008,2,1640
