品號 | SKU,品名 | Product Name,規格 | Specification,庫存單位 | Inventory Units,商品級別 | Product Grade,品牌類別 | Brand Category,保存天數 | Storage Days,備貨型態 | Inventory type,儲存溫層 | Storage temperature layer,失效日期 | Expiry Date
M0501116,A5 近江牛 Bottom Round 後腿腱,KG,KG,S級,近江和牛,60,客訂,冷藏,
M0501117,A5 近江牛 Bottom Round 三叉肉,KG,KG,S級,近江和牛,60,客訂,冷藏,
M0501118,A5 近江牛 Bottom Round 鯉魚管,KG,KG,S級,近江和牛,60,客訂,冷藏,
M0501123,A5 近江牛 Knuckle 和尚頭上蓋,KG,KG,S級,近江和牛,60,客訂,冷藏,
M0501183,A5 近江牛 Shoulder Clod 前腿,KG,KG,S級,近江和牛,60,客訂,冷藏,
M0501184,A5 近江牛 Shoulder Clod 前腿肩三角(栗子肉),KG,KG,S級,近江和牛,60,客訂,冷藏,
M0501185,A5 近江牛 Shoulder Clod 上三筋,KG,KG,S級,近江和牛,60,客訂,冷藏,
M0501186,A5 近江牛 Shoulder Clod 小三角,KG,KG,S級,近江和牛,60,客訂,冷藏,
M0501187,A5 近江牛 Meet Trimming 牛筋,KG,KG,S級,近江和牛,60,客訂,冷藏,
M0501201,冷凍A5 近江牛 Chuck Roll 下肩胛肋眼心,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501203,冷凍A5 近江牛 Shoulder Clod 板腱,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501204,冷凍A5 近江牛 Chuck Tender 黃瓜條,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501205,冷凍A5 近江牛 Short Plate 外腹肉-胸腹肉,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501206,冷凍A5 近江牛 Short Rib 中腹肉-胸腹肉,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501207,冷凍A5 近江牛 Top Round 內側後腿肉,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501208,冷凍A5 近江牛 Knuckle 和尚頭,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501209,冷凍A5 近江牛 Knuckle 三角肉,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501210,冷凍A5 近江牛 Chuck Ribs 肩小排,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501211,冷凍A5 近江牛 Top Sirloin Butt 牛臀心,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501212,冷凍A5 近江牛 Top Sirloin Butt 牛臀蓋,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501213,冷凍A5 近江牛 Strip Loin 紐約客,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501214,冷凍A5 近江牛 Ribeye 肋眼,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501215,冷凍A5 近江牛 Rib Cap 肋眼蓋肉,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501216,冷凍A5 近江牛 Brisket 牛前胸肉,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501217,冷凍A5 近江牛 Neck 頸肉,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501218,冷凍A5 近江牛 Shank 小腿肉,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501219,冷凍A5 近江牛 Chuck Roll 翼板,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501220,冷凍A5 近江牛 Chuck Roll 靠頸,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501221,冷凍A5 近江牛 Chuck Roll 捲心,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501222,冷凍A5 近江牛 Short Plate 外腹肉-扇子肉,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501223,冷凍A5 近江牛 Short Plate 外腹肉-內裙,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501225,冷凍A5 近江牛 Short Rib 中腹肉-貝身,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501226,冷凍A5 近江牛 Short Rib 中腹肉-牛小排,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501227,冷凍A5 近江牛 Strip Loin 紐約客-後段,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501228,冷凍A5 近江牛 Knuckle 和尚頭心,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501229,冷凍A5 近江牛 Bottom Round 後腿腱,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501230,冷凍A5 近江牛 Bottom Round 三叉肉,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501231,冷凍A5 近江牛 Bottom Round 鯉魚管,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501232,冷凍A5 近江牛 Shoulder Clod 前腿,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501233,冷凍A5 近江牛 Shoulder Clod 前腿肩三角(栗子肉),KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501234,冷凍A5 近江牛 Shoulder Clod 上三筋,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501235,冷凍A5 近江牛 Shoulder Clod 小三角,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501236,冷凍A5 近江牛 Tenderloin 菲力,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501237,冷凍A5 近江牛 Knuckle 和尚頭上蓋,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501301,冷凍A4 近江牛 Chuck Roll 下肩胛肋眼心,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501303,冷凍A4 近江牛 Chuck Tender 黃瓜條,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501304,冷凍A4 近江牛 Knuckle 和尚頭,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501305,冷凍A4 近江牛 Knuckle 三角肉,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501306,冷凍A4 近江牛 Striploin 紐約客,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501307,冷凍A4 近江牛 Tenderloin 菲力,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501308,冷凍A4 近江牛 Top Sirloin Butt 牛臀心,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501309,冷凍A4 近江牛 Top Sirloin Butt 牛臀蓋,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501310,冷凍A4 近江牛 Ribeye 肋眼,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501311,冷凍A4 近江牛 Rib Cap 肋眼蓋肉,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501312,冷凍A4 近江牛Short Plate 內裙,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501313,冷凍A4 近江牛 Short Plate 扇子肉,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501314,冷凍A4 近江牛 Short Rib 貝身,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501315,冷凍A4 近江牛 Short Rib 牛小排,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501316,冷凍A4 近江牛 Short Rib 中腹肉-胸腹肉,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501317,冷凍A4 近江牛 Short Plate 外腹肉-胸腹肉,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501318,冷凍A4 近江牛 Chuck Ribs 肩小排,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501319,冷凍A4 近江牛 Strip Loin 紐約客-後段,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501320,冷凍A4 近江牛 Shoulder Clod 板腱,KG,KG,S級,近江和牛,180,客訂,冷凍,
M0501501,A5 近江牛 整頭,KG,KG,S級,近江和牛,60,客訂,冷藏,
M0501502,A5 近江牛 半頭,KG,KG,S級,近江和牛,60,客訂,冷藏,
M0501503,A5 近江牛整頭(不含頸腿腱),KG,KG,S級,近江和牛,60,客訂,常溫,
M0501504,A5 近江牛整頭BMS10,KG,KG,S級,近江和牛,60,客訂,冷藏,
M0501505,A5近江牛整頭BMS 11/12,KG,KG,S級,近江和牛,60,客訂,冷藏,
M0501506,A5近江牛半頭 BMS10,KG,KG,S級,近江和牛,60,客訂,冷藏,
M0501507,A5近江牛半頭BMS11/12,KG,KG,S級,近江和牛,60,客訂,冷藏,
M0501508,A5 近江牛 Knuckle Set 和尚頭組合,KG,KG,S級,近江和牛,60,客訂,冷藏,
M0501509,A5 近江牛 Short Plate Set 外腹肉組合,KG,KG,S級,近江和牛,60,客訂,冷藏,
M0501510,A5 近江牛 Short Rib Set 中腹肉組合,KG,KG,S級,近江和牛,60,客訂,冷藏,
M0502001,FOODHOOD美式煙燻烤牛肉Pastrami 60G,60G/25包/箱,包,S級,FOODHOOD自製品牌,365,常備,冷凍,
N0101001,"數字""0""蠟燭",10支/盒、12盒/箱,支,C級,Kameyama,0,常備,常溫,
N0101002,"數字""1""蠟燭",10支/盒、12盒/箱,支,C級,Kameyama,0,常備,常溫,
N0101003,"數字""2""蠟燭",10支/盒、12盒/箱,支,C級,Kameyama,0,常備,常溫,
N0101004,"數字""3""蠟燭",10支/盒、12盒/箱,支,C級,Kameyama,0,常備,常溫,
N0101005,"數字""4""蠟燭",10支/盒、12盒/箱,支,C級,Kameyama,0,常備,常溫,
N0101006,"數字""5""蠟燭",10支/盒、12盒/箱,支,C級,Kameyama,0,常備,常溫,
N0101007,"數字""6""蠟燭",10支/盒、12盒/箱,支,C級,Kameyama,0,常備,常溫,
N0101008,"數字""7""蠟燭",10支/盒、12盒/箱,支,C級,Kameyama,0,常備,常溫,
N0101009,"數字""8""蠟燭",10支/盒、12盒/箱,支,C級,Kameyama,0,常備,常溫,
N0101010,"數字""9""蠟燭",10支/盒、12盒/箱,支,C級,Kameyama,0,常備,常溫,
N0101011,長蠟燭 (黃色),10根/個、10個/盒、12盒/箱,個,C級,Kameyama,0,常備,常溫,
N0101012,長蠟燭 (粉紅色),10根/個、10個/盒、12盒/箱,個,C級,Kameyama,0,常備,常溫,
N0101013,長蠟燭 (紅色),10根/個、10個/盒、12盒/箱,個,C級,Kameyama,0,常備,常溫,
N0101015,長蠟燭 (藍色),10根/個、10個/盒、12盒/箱,個,C級,Kameyama,0,常備,常溫,
N0101019,足球造型蠟燭,3入/個、10個/盒、12盒/箱,個,C級,Kameyama,0,庫存售完後停售,常溫,
N0101020,籃球造型蠟燭,3入/個、10個/盒、12盒/箱,個,C級,Kameyama,0,庫存售完後停售,常溫,
N0101021,棒球造型蠟燭,3入/個、10個/盒、12盒/箱,個,C級,Kameyama,0,庫存售完後停售,常溫,
N0101024,虹彩魔幻時刻造型蠟燭,10組/盒、8盒/箱,組,C級,Kameyama,0,客訂,低溫,
N0101025,紀念日‧來杯香檳王 造型蠟燭,10個/盒、12盒/箱,個,C級,Kameyama,0,常備,常溫,
N0101026,HAPPY BIRTHDAY 文字造型蠟燭,40組/箱,組,C級,Kameyama,0,常備,常溫,
N0101027,點燃幸福‧婚禮 造型蠟燭,40個/箱,個,C級,Kameyama,0,常備,常溫,
N0101028,ALL FOR YOU 生日禮物蠟燭(藍色),40個/箱,個,C級,Kameyama,0,常備,低溫,
N0101035,Merry X'mas(聖誕節) 文字造型蠟燭,40組/箱,組,C級,Kameyama,0,庫存售完後停售,常溫,
N0101036,紅玫瑰造型蠟燭,3入/個、10個/盒、12盒/箱,個,C級,Kameyama,0,庫存售完後停售,常溫,
N0101037,繽紛蠟筆造型蠟燭,6入/個、10個/盒、12盒/箱,個,C級,Kameyama,0,庫存售完後停售,常溫,
N0101039,LOVE餅乾熊造型蠟燭(淺咖啡色),,個,C級,Kameyama,0,庫存售完後停售,常溫,
N0101040,搗蛋萬聖節蠟燭,40個/箱,個,C級,Kameyama,0,庫存售完後停售,常溫,
N0101041,LOVE餅乾愛心 造型蠟燭,,個,C級,Kameyama,0,庫存售完後停售,常溫,
N0101042,網球造型蠟燭,3入/個、10個/盒、12盒/箱,個,C級,Kameyama,0,庫存售完後停售,常溫,
N0101043,花環(聖誕節) 造型蠟燭,,個,C級,Kameyama,0,庫存售完後停售,低溫,
N0101045,高爾夫球造型蠟燭,3入/個、10個/盒、12盒/箱,個,C級,Kameyama,0,庫存售完後停售,常溫,
N0101046,蘋果造型蠟燭,,個,C級,Kameyama,0,庫存售完後停售,常溫,
N0101048,楓葉造型蠟燭,,個,C級,Kameyama,0,庫存售完後停售,低溫,
N0101049,馬卡龍 (粉紅色) 造型蠟燭,,個,C級,Kameyama,0,庫存售完後停售,低溫,
N0101050,馬卡龍 (淺綠色) 造型蠟燭,,個,C級,Kameyama,0,庫存售完後停售,低溫,
N0101051,馬卡龍 (黃色) 造型蠟燭,,個,C級,Kameyama,0,庫存售完後停售,低溫,
N0101052,男孩薑餅人(聖誕節) 造型蠟燭,,個,C級,Kameyama,0,庫存售完後停售,低溫,
N0101055,巧克力造型蠟燭,,個,C級,Kameyama,0,庫存售完後停售,低溫,
N0101060,氣球造型蠟燭,10個/盒、8盒/箱,個,C級,Kameyama,0,常備,低溫,
N0101073,運動車造型蠟燭(德國),,個,C級,Kameyama,0,庫存售完後停售,低溫,
N0101078,數字蠟燭層架組Ⅱ,,組,C級,Kameyama,0,客訂,低溫,
N0101079,ALL FOR YOU 生日禮物蠟燭(粉紅色),40個/箱,個,C級,Kameyama,0,客訂,常溫,
N0101080,HAPPY BIRTHDAY 文字造型蠟燭(粉彩),144組/箱,組,C級,Kameyama,0,客訂,常溫,
N0101153,誕生日(日文) 文字造型蠟燭,40組/箱,組,C級,Kameyama,0,客訂,低溫,
N0101154,祝賀文字(日文)蠟燭,40個/箱,個,C級,Kameyama,0,常備,低溫,
N0101156,愛心造型蠟燭 (紅色),10個/盒、12盒/箱,個,C級,Kameyama,0,常備,低溫,
N0101157,愛心造型蠟燭 (粉紅色),10個/盒、12盒/箱,個,C級,Kameyama,0,常備,低溫,
N0101158,"迷你數字""0""蠟燭",10支/盒、16盒/箱,支,C級,Kameyama,0,常備,低溫,
N0101159,"迷你數字""1""蠟燭",10支/盒、16盒/箱,支,C級,Kameyama,0,常備,低溫,
N0101160,"迷你數字""2""蠟燭",10支/盒、16盒/箱,支,C級,Kameyama,0,常備,低溫,
N0101161,"迷你數字""3""蠟燭",10支/盒、16盒/箱,支,C級,Kameyama,0,常備,低溫,
N0101162,"迷你數字""4""蠟燭",10支/盒、16盒/箱,支,C級,Kameyama,0,常備,低溫,
N0101163,"迷你數字""5""蠟燭",10支/盒、16盒/箱,支,C級,Kameyama,0,常備,低溫,
N0101164,"迷你數字""6""蠟燭",10支/盒、16盒/箱,支,C級,Kameyama,0,常備,低溫,
N0101165,"迷你數字""7""蠟燭",10支/盒、16盒/箱,支,C級,Kameyama,0,常備,低溫,
N0101166,"迷你數字""8""蠟燭",10支/盒、16盒/箱,支,C級,Kameyama,0,常備,低溫,
N0101167,"迷你數字""9""蠟燭",10支/盒、16盒/箱,支,C級,Kameyama,0,常備,低溫,
N0101168,迷你數字蠟燭層架組,,組,C級,Kameyama,0,常備,低溫,
N0101169,18CM細長蠟燭 (金色),10根/個、10個/盒、12盒/箱,個,C級,Kameyama,0,常備,低溫,
N0199013,岡本滲透壓脫水膜(綠)15入,15入/10盒/箱,盒,C級,器具儀器類,0,常備,常溫,
N0201005,Yoshiyo法國魔杖移麵板 KG-1090-50,50CM,個,C級,Yoshiyo,0,庫存售完後停售,常溫,
N0201007,Yoshiyo麵包夾-白色 GL-770-W,20支/盒,支,C級,Yoshiyo,0,庫存售完後停售,常溫,
N0201008,Yoshiyo麵包放置盤 SY-777,,個,C級,Yoshiyo,0,庫存售完後停售,常溫,
N0201009,Yoshiyo麵團整形刀-S5.2531 PN-253-S,,支,C級,Yoshiyo,0,庫存售完後停售,常溫,
N0201010,Yoshiyo麵團整形刀-C5.2532 PN-253-C,有弧度的,支,C級,Yoshiyo,0,庫存售完後停售,常溫,
N0201018,Yoshiyo 咖啡色大深型發酵箱BA-32-AA-C,圓孔箱底,個,C級,Yoshiyo,0,庫存售完後停售,常溫,
N0201115,Yoshiyo法國麵包刀(軟式) ES-1200,,支,C級,Yoshiyo,0,庫存售完後停售,常溫,
N0202001,Yoshiyo廚師服S TH-1050-S,,件,C級,Yoshiyo,0,庫存售完後停售,常溫,
N0202002,Yoshiyo廚師服M TH-1050-M,,件,C級,Yoshiyo,0,庫存售完後停售,常溫,
N0202003,Yoshiyo廚師服L TH-1050-L,,件,C級,Yoshiyo,0,庫存售完後停售,常溫,
N0202004,Yoshiyo廚師服LL TH-1050-LL,,件,C級,Yoshiyo,0,庫存售完後停售,常溫,
N0301001,千代田25連費南雪,,個,B級,千代田,0,常備,常溫,
N0301002,千代田36連費南雪(小),,個,B級,千代田,0,常備,常溫,
N0301003,千代田25連貝殼瑪德蓮(淺),長寬高76*48*15,個,B級,千代田,0,常備,常溫,
N0301004,千代田窄身磅蛋糕,Slim Pound,個,B級,千代田,0,常備,常溫,
N0301005,千代田20連帆立貝瑪德蓮,,個,B級,千代田,0,常備,常溫,
N0301006,千代田36連帆立貝瑪德蓮(小),,個,B級,千代田,0,常備,常溫,
N0301007,千代田24連雪茄蛋糕,,個,B級,千代田,0,常備,常溫,
N0301008,千代田28連雪茄蛋糕(M),,個,B級,千代田,0,常備,常溫,
N0301009,千代田24連心型蛋糕,,個,B級,千代田,0,客訂,常溫,
N0301010,千代田36連貝殼瑪德蓮(小),長寬高43*33*12,個,B級,千代田,0,常備,常溫,
N0301011,千代田25連貝殼瑪德蓮(深),長寬高76*48*22,個,B級,千代田,0,常備,常溫,
N0301012,千代田20連帆船,,個,B級,千代田,0,庫存售完後停售,常溫,
N0301013,千代田20連迷你咕咕洛夫,,個,B級,千代田,0,常備,常溫,
N0301014,千代田25連檸檬蛋糕,,個,B級,千代田,0,常備,常溫,
N0301016,千代田25連栗子蛋糕,,個,B級,千代田,0,常備,常溫,
N0301017,千代田15連天使圈,,個,B級,千代田,0,常備,常溫,
N0301019,千代田寬身磅蛋糕,,個,B級,千代田,0,常備,常溫,
N0301020,千代田磅蛋糕(小),,個,B級,千代田,0,常備,常溫,
N0301021,千代田磅蛋糕(中),,個,B級,千代田,0,常備,常溫,
N0301022,千代田磅蛋糕(大),,個,B級,千代田,0,常備,常溫,
N0301023,千代田30連金磚,,個,B級,千代田,0,庫存售完後停售,常溫,
N0301027,千代田25連蛋白石,,個,B級,千代田,0,常備,常溫,
N0301028,千代田30連果實,,個,B級,千代田,0,常備,常溫,
N0301031,千代田25連費南雪78,,個,B級,千代田,0,常備,常溫,
N0301032,千代田固定凸點矮身蛋糕模150φ,,個,B級,千代田,0,庫存售完後停售,常溫,
N0301033,千代田固定凸點矮身蛋糕模180φ,,個,B級,千代田,0,庫存售完後停售,常溫,
N0301034,千代田鍍錫蛋糕模150φ,,個,B級,千代田,0,常備,常溫,
N0301035,千代田手工加高8取烤盤,,個,B級,千代田,0,常備,常溫,
N0301036,千代田手工加高6取烤盤,,個,B級,千代田,0,常備,常溫,
N0301037,千代田12連香蕉蛋糕,,個,B級,千代田,0,庫存售完後停售,常溫,
N0301038,千代田36連玉子(小),,個,B級,千代田,0,庫存售完後停售,常溫,
N0301039,千代田12連史多倫,,個,B級,千代田,0,客訂,常溫,
N0301040,千代田法式烤盤,,個,B級,千代田,0,庫存售完後停售,常溫,
N0301042,千代田30連檸檬蛋糕(小),,個,B級,千代田,0,客訂,常溫,
N0301043,千代田鍍錫蛋糕模180φ,,個,B級,千代田,0,客訂,常溫,
N0301044,千代田半圓慕斯模(中),,個,B級,千代田,0,客訂,常溫,
N0301045,千代田半圓慕斯模(大),,個,B級,千代田,0,庫存售完後停售,常溫,
N0301049,千代田20連天使圈,,個,B級,千代田,0,常備,常溫,
N0301051,千代田6連費南雪(HS),,個,B級,千代田,0,庫存售完後停售,常溫,
N0301060,千代田30連海軍,,個,B級,千代田,0,庫存售完後停售,常溫,
N0301061,千代田30連冰棒,,個,B級,千代田,0,庫存售完後停售,常溫,
N0301067,千代田25連可可豆(HS),,個,B級,千代田,0,客訂,常溫,
N0301069,千代田6連帆立貝瑪德蓮(苗林印),,個,B級,千代田,0,常備,常溫,
N0301070,千代田8連貝殼瑪德蓮(苗林印),,個,B級,千代田,0,常備,常溫,
N0301071,千代田6連雪茄蛋糕(苗林印),,個,B級,千代田,0,常備,常溫,
N0301072,千代田6連咕咕洛夫(苗林印),,個,B級,千代田,0,常備,常溫,
N0301073,千代田12連迷你帆立貝瑪德蓮(苗林印),,個,B級,千代田,0,常備,常溫,
N0301074,千代田6連費南雪(苗林印),,個,B級,千代田,0,常備,常溫,
N0301075,千代田6連栗子蛋糕(苗林印),,個,B級,千代田,0,常備,常溫,
N0301076,千代田15連碗型(低),,個,B級,千代田,0,客訂,常溫,
N0301077,千代田12連迷你貝殼瑪德蓮(苗林印),,個,B級,千代田,0,常備,常溫,
N0301078,千代田6連檸檬蛋糕(苗林印),,個,B級,千代田,0,常備,常溫,
N0301079,千代田24連方形費南雪,,個,B級,千代田,0,客訂,常溫,
N0401001,三能不沾布*P130007,1750*700 訂製品,片,C級,三能器具,0,客訂,常溫,
N0401002,三能30cm打蛋盆 SN4953,,個,C級,三能器具,0,客訂,常溫,
N0401003,三能26cm打蛋盆 SN4955,,個,C級,三能器具,0,客訂,常溫,
N0401004,三能20cm打蛋盆 SN4958,,個,C級,三能器具,0,客訂,常溫,
N0401005,三能塑膠量杯1000cc(P.P) SN4703,,個,C級,三能器具,0,客訂,常溫,
N0401006,三能塑膠量杯200cc(P.P) SN4706,,個,C級,三能器具,0,客訂,常溫,
N0401007,三能塑膠量杯200cc(P.C) SN4701,,個,C級,三能器具,0,客訂,常溫,
N0401008,三能不鏽鋼量杯200cc SN4715,,個,C級,三能器具,0,客訂,常溫,
N0401009,三能計量杯200cc NO212,,個,C級,三能器具,0,客訂,常溫,
N0401010,三能1/6份數盆 SN4938,,個,C級,三能器具,0,客訂,常溫,
N0401011,三能花嘴換模器(小)2入 SN77914,,組,C級,三能器具,0,客訂,常溫,
N0401012,三能8齒花嘴#3(中) SN7093,,個,C級,三能器具,0,客訂,常溫,
N0401013,三能電子防水溫度計 BG363,,個,C級,三能器具,0,客訂,常溫,
N0401014,"三能16""關東光擠花袋 SEKI16",,個,C級,三能器具,0,客訂,常溫,
N0401015,"三能18""關東光擠花袋 SEKI18",,個,C級,三能器具,0,客訂,常溫,
N0401016,三能塑膠柄白色不銹鋼夾(電解)SN4027,4718288040279,支,C級,三能器具,0,客訂,常溫,
N0401017,三能塑膠刮板(硬質) SN4052,133x95x5mm,個,C級,三能器具,0,客訂,常溫,
N0401018,三能派石 NO1102,,個,C級,三能器具,0,客訂,常溫,
N0401019,三能周轉箱(小)SN4652,,個,C級,三能器具,0,客訂,常溫,
N0401020,三能周轉箱(大)SN4651,,個,C級,三能器具,0,客訂,常溫,
N0401021,三能耐高熱矽膠刮刀(小)SN4757,,支,C級,三能器具,0,客訂,常溫,
N0401022,"三能6""活動蛋糕模(陽極) SN5022",,個,C級,三能器具,0,客訂,常溫,
N0401023,三能土司盒-本體(不沾)SN2151,181*91*77,個,C級,三能器具,0,客訂,常溫,
N0401024,三能1200G土司盒(不沾)SN2004,370*120*125,個,C級,三能器具,0,客訂,常溫,
N0401025,"三能12""打蛋器(電解)SN4887",總長373,支,C級,三能器具,0,客訂,常溫,
N0401026,三能不銹鋼網盤(電解)SN1571,720*460*55,個,C級,三能器具,0,客訂,常溫,
N0401027,三能耐高熱手套POM17,長度432,雙,C級,三能器具,0,客訂,常溫,
N0401028,三能橡膠刮刀(大)SN4743,總長420,支,C級,三能器具,0,客訂,常溫,
N0401029,三能26cm不銹鋼絲紋打蛋盆SN4965,260*145*108,個,C級,三能器具,0,客訂,常溫,
N0401030,三能28cm不銹鋼絲紋打蛋盆SN4964,280*150*110,個,C級,三能器具,0,客訂,常溫,
N0401031,三能30cm不銹鋼絲紋打蛋盆SN4963,300*155*120,個,C級,三能器具,0,客訂,常溫,
N0401032,三能33cm不銹鋼絲紋打蛋盆SN4962,330*155*135,個,C級,三能器具,0,客訂,常溫,
N0401033,三能鋁合金烤盤SN1014,718*460*25,個,C級,三能器具,0,客訂,常溫,
N0401034,三能鋁合金烤盤SN1016,718*460*40,個,C級,三能器具,0,客訂,常溫,
N0401035,"三能8""不銹鋼粉篩(24目)SN4266",718*460*40,個,C級,三能器具,0,客訂,常溫,
N0401036,三能不銹鋼量匙(4個組)SN4693,,個,C級,三能器具,0,客訂,常溫,
N0401037,三能塑膠刮板(5入)SN40715,130*100,組,C級,三能器具,0,客訂,常溫,
N0401038,三能矽膠刮刀(玫紅)UN35115,總長262,支,C級,三能器具,0,客訂,常溫,
N0401039,三能矽膠刮刀(淺藍)UN35118,總長262,支,C級,三能器具,0,客訂,常溫,
N0401040,三能計量杯(300cc)UN31002,圓徑85*85,個,C級,三能器具,0,客訂,常溫,
N0401041,三能耐熱手套(條紋)UN32503,長度340,隻,C級,三能器具,0,客訂,常溫,
N0401042,三能揉麵板收納袋UN39100,670*430,個,C級,三能器具,0,客訂,常溫,
N0401043,三能撖麵棍UN32601,圓徑34*380,支,C級,三能器具,0,客訂,常溫,
N0401044,三能揉麵板UN41003,600*400*10,支,C級,三能器具,0,客訂,常溫,
N0401045,三能矽膠刮刀UN35108,305*58*19,支,C級,三能器具,0,客訂,常溫,
N0401046,三能活動菊花派盤(硬膜)SN5561,200*181*26,個,C級,三能器具,0,客訂,常溫,
N0401047,"三能8""活動蛋糕模(硬膜)SN5041",203*197*74,個,C級,三能器具,0,客訂,常溫,
N0401048,三能蛋糕轉台SN4159,圓徑309*135,個,C級,三能器具,0,客訂,常溫,
N0401049,三能蛋糕叉SN4191,圓徑188*145,個,C級,三能器具,0,客訂,常溫,
N0401050,三能蛋糕叉SN4192,圓徑134*145,個,C級,三能器具,0,客訂,常溫,
N0401051,"三能8""活動蛋糕模(陽極)SN5042",203*197*74,個,C級,三能器具,0,客訂,常溫,
N0401052,三能900G土司盒SN2022,325*107*122,個,C級,三能器具,0,客訂,常溫,
N0401053,三能活動圓型空心布丁模(陽極)SN5280,,個,C級,三能器具,0,客訂,常溫,
N0401054,三能活動菊花派盤SN5441,,個,C級,三能器具,0,客訂,常溫,
N0401055,三能#半排花嘴-8(大)SN7535,,個,C級,三能器具,0,客訂,常溫,
N0401056,三能耐高熱矽膠刮刀(大)SN4759,,個,C級,三能器具,0,客訂,常溫,
N0401057,三能特殊花嘴TIP-191,,個,C級,三能器具,0,客訂,常溫,
N0401058,三能小布丁杯(陽極)SN6017,80*57*65,個,C級,三能器具,0,客訂,常溫,
N0401059,三能塑膠柄不銹鋼夾(紅)(電解)SN4024,長度238,支,C級,三能器具,0,客訂,常溫,
N0401060,三能鋁合金冷卻盤(陽極)SN1564,600*400,個,C級,三能器具,0,客訂,常溫,
N0401061,三能小花蛋糕模(陽極)SN6303,105*81*29,個,C級,三能器具,0,客訂,常溫,
N0401062,"三能12""活動凸點蛋糕模(硬膜)SN5075",305*299*79,個,C級,三能器具,0,客訂,常溫,
N0401063,"三能8""活動凸點蛋糕模(硬膜)SN5045",203*197*74,個,C級,三能器具,0,客訂,常溫,
N0401064,三能鋁合金烤盤(不沾)SN1076,600*400*20,個,C級,三能器具,0,客訂,常溫,
N0401066,"三能10""活動凸點蛋糕模(硬膜)SN5065",254*248*79,個,C級,三能器具,0,客訂,常溫,
N0401067,三能關東光牛刀HO-23,總長360,支,C級,三能器具,0,客訂,常溫,
N0401068,"三能6""凸點蛋糕模(硬膜)SN5025",152*147*69,個,C級,三能器具,0,客訂,常溫,
N0401069,三能長桿SN8034,圓徑25長度30公分,支,C級,三能器具,0,客訂,常溫,
N0401070,三能長桿SN8031,圓徑35長度90公分,支,C級,三能器具,0,客訂,常溫,
N0401071,三能粘板架EXCCB-105D,305*235*260,個,C級,三能器具,0,客訂,常溫,
N0401072,三能彩色粘板(紅色)EXCCB15205,508*380*13,片,C級,三能器具,0,客訂,常溫,
