品號 | SKU,品名 | Product Name,標準售價 | Standard Price | Giá chuẩn,中盤價 | Whole sale price |  Giá sỉ,成箱價 | Price per box
J0699052,小食樂紅油160ML,219,200,0
J0699053,GS大蒜粉,"1,030",760,850
J0699054,【停售】明智院清淨辣椒粉-粗粒3KG,"1,000",760,860
J0699055,小食樂 家傳手工紅油90ml,133,0,0
J0699056,MARUYA 京七味粉,"1,178","1,100",1100
J0699057,科林香草綜合香料(普羅旺斯)12KG,"12,960",0,11830
J201016,Kenko柔和金芝麻沙拉醬500ML(品號錯誤-停用),0,0,0
J9999001,大BB醬165G,310,0,0
J9999002,TABASCO辣霸 60ML(停售),50,0,0
J9999003,Morehouse芥茉醬24oz-規格有誤停用,75,0,0
J9999004,Pommery芥茉籽醬500G(紅蓋)-缺貨暫時停用,315,0,0
J9999005,Fallot法式傳統芥茉籽醬1.1K(停售),363,0,0
J9999006,味源甜辣醬10斤,150,0,0
J9999007,台山甜辣醬4.2K,130,0,0
J9999008,香山辣椒油2400G,200,0,0
J9999009,香山辣椒醬2700G,95,0,0
J9999010,美廚肉(玉)桂粉250G-品號重覆停用,150,0,0
J9999011,香山辣豆瓣2800G,100,0,0
J9999012,Morehouse芥茉醬1加崙-停止販售停用,260,0,0
J9999013,A1牛排醬,60,0,0
J9999014,五彩胡椒粒100G-停用,150,0,0
J9999015,【停售】五彩胡椒粒1K,"1,500","1,270",0
J9999016,TABASCO辣霸,325,0,0
J9999017,CA辣椒絲100G,415,0,0
J9999018,CA辣椒絲1K,"2,550","2,080",2450
J9999019,狄仲芥茉醬865G,0,0,0
J9999020,Morehouse芥茉醬22oz(停售),130,0,120
J9999021,聯馥手工嚴選濃縮番茄,0,0,0
J9999022,頂呱呱油SOBA辣油,"1,700",0,1700
J9999023,頂呱呱油SOBA醬油-規格轉換停用,0,0,862.5
J9999024,頂呱呱油SOBA特製油,"1,250",0,1250
J9999025,頂呱呱油SOBA辛味調料,"1,240",0,1240
J9999026,頂呱呱油SOBA辣味噌醬-規格轉換停用,0,0,2954.38
J9999027,Clovis芥茉籽醬500G(紅蓋) (停售),315,0,0
J9999028,頂呱呱油SOBA醬1.5L,435,0,435
J9999029,頂呱呱油SOBA辣味噌醬1.25KG,990,0,990
J9999030,萬家香豆瓣醬3.3KG,228,0,0
J9999031,創味醬汁 天二18L,"5,140","4,500",0
J9999032,OTAFUKU 柚子辣椒醬1100G,332,315,0
J9999033,千成亭壽喜燒醬汁,320,300,300
J9999034,千成亭柚子醋醬汁,320,350,300
J9999035,千成亭燒肉醬汁,320,350,300
J9999036,Morehouse芥茉醬20oz(停售),75,70,70
J9999037,【停售】馬德拉斯咖哩粉,730,610,660
J9999038,墨魚汁粉(停售),"4,000","3,000",3300
J9999039,【停售】HOUSE好侍素食咖哩塊,120,96,108
J9999040,【停售】風車咖哩粉,800,665,720
J9999041,綜合香辛料(葛拉姆馬薩拉)(產地轉換停用),650,540,590
J9999042,【停售】七味辣椒粉,70,70,61
J9999043,綜合香辛料(葛拉姆馬薩拉)-品號重覆停用,0,0,0
J9999044,綜合香辛料(葛拉姆馬薩拉)400G,800,650,700
J9999045,Maille魅雅芥茉籽醬845G,390,0,0
J9999046,BG200生磨山葵醬,520,420,490
J9999047,伊豆產水山葵醬,"1,150",980,1130
J9999048,400G 馬德拉斯咖哩粉GS,730,610,660
K0101001,日本北海道直送玉米粒1KG-停止進口停用,0,0,0
K0101002,TAMOYA專用創味高湯包,550,0,0
K0101003,海苔絲100G,145,0,0
K0101004,丸八村松煮干,550,490,0
K0101005,白菊高湯昆布,"3,300","3,100",3250
K0101006,丸八村松煮干高湯包(沙丁魚)250G,270,250,250
K0101014,壽司海苔,175,0,0
K0101015,調味牛蒡絲,170,0,0
K0101016,珍味魚卵,210,0,0
K0101017,丸友柴魚高湯包(梅),680,578,666
K0101018,有明蝦高湯包,500,400,480
K0101019,酸菜絲,105,0,0
K0101020,丸米乾燥米麴,150,110,145
K0101021,丸米生鹽麴業務用,150,110,0
K0101022,丸米生鹽麴輸出用(小包裝),90,70,0
K0101023,德島乾燥米麴,630,0,0
K0101024,松十字切(夾)燒海苔,162,0,159
K0101025,羅臼昆布天然五等,"2,500",0,0
K0101026,Meal Muji butter chicken咖哩奶油雞肉包(箱)-品號轉換停用,"3,600",0,0
K0101027,海苔粉,400,0,0
K0101028,液態鹽麴,220,0,0
K0101029,日本柚子香精,"2,970",0,0
K0101030,麗吉旺牌梅干,95,0,0
K0101031,日本紅生薑,360,0,0
K0101032,日本北海道直送玉米粒(分裝)-停止進口停用,230,0,0
K0101033,日本北海道直送玉米粒(散裝)-停止進口停用,"2,700",0,0
K0101034,可信昆布-停止進貨停用,500,0,0
K0101035,冷凍毛豆1KG,155,0,0
K0101036,山川漬(蘿蔔漬),720,0,0
K0101037,細切蘿蔔,840,0,0
K0101038,華鰹柴魚薄片,810,760,0
K0101039,蝦皮(中),90,0,0
K0101040,蝦米,230,0,0
K0101041,阿根廷魷魚,430,0,0
K0101042,柴魚厚片600G,350,0,0
K0101043,丹波大黑豆1K-品號轉換停用,300,240,0
K0101044,【停售】味之素味素1K,350,0,0
K0101045,伊那超寒天幕斯凝固膠粉500G,0,0,0
K0101046,Marusaya鯖魚粉5K,"4,390","3,800",0
K0101047,Marusaya煮干粉1K,"1,050",800,0
K0101048,Marusaya宗田削2K,"2,940","2,150",0
K0101049,Marusaya鰹魚片2K,"2,800","2,150",0
K0101050,利尻昆布養殖一等1K,0,0,0
K0101051,福島鰹煮干No.3-暫停進貨停用,470,0,0
K0101052,有明煮干油脂,0,0,0
K0101053,TATAKI牛蒡,0,0,0
K0101054,日本北海道玉米粒1K,220,0,190
K0101055,丹波黑太郎蜜黑豆500G,700,0,0
K0101056,海帶,0,0,0
K0101057,台東厚切柴魚片,350,0,0
K0101058,Meal Muji butter chicken咖哩奶油雞肉包(包)-暫停進貨停用,0,0,225
K0101059,蝦皮(大),100,0,0
K0101060,台灣九號冷凍帶殼毛豆1KG,147,0,140
K0101061,丸勝鰹魚柴魚片(花鰹KT),855,770,850
K0101062,武生製麵海外業務用五割蕎麥麵-暫停進貨停用,385,325,385
K0101063,武生製麵海外業務用抹茶蕎麥麵-暫停進貨停用,315,265,315
K0101064,日高昆布1K,0,0,0
K0101065,伊那寒天 不易塌(鮮奶油定型膠粉),0,0,0
K0101066,野洲化學金級吉利丁片400-停用，品牌轉換為：吉利葉,400,350,0
K0101067,野洲化學銀級吉利丁片300-停用，品牌改為：吉利葉,380,330,0
K0101068,野洲化學金級吉利丁粉 DY-200(豬)-停用，品牌轉換為：吉利葉,660,570,0
K0101069,野洲化學銀級吉利丁粉 F(魚)-停用，品牌轉換為：吉利葉,350,310,0
K0101070,王將專用乾麵-暫停進貨停用,0,0,0
K0101071,小倉屋 昆布細絲,0,0,0
K0101072,小倉屋 細絲鹽昆布,0,0,0
K0101073,小倉屋 片狀鹽昆布,0,0,0
K0101074,小倉屋 北海道天然日高昆布35G,0,0,0
K0101075,小倉屋 北海道天然羅臼昆布35G,0,0,0
K0101076,小倉屋 北海道天然真昆布35G,0,0,0
K0101077,小倉屋 北海道天然利尻昆布35G,0,0,0
K0101078,小倉屋 北海道天然日高昆布1K,"2,400",0,2350
K0101079,小倉屋 北海道天然羅臼昆布1K,"3,300","2,800",2800
K0101080,小倉屋 北海道天然真昆布1K,"2,600","2,200",0
K0101081,小倉屋 北海道天然利尻昆布1K,"3,000","2,645",2845
K0101082,原味毛豆-品號停用,0,0,0
K0101083,三國屋 原味燒海苔(全形)-停用,0,0,0
K0101084,三國屋 手卷海苔對切20枚-停用,0,0,0
K0101088,三國屋 味付海苔(罐裝)-停用,0,0,0
K0101089,三國屋 原味燒海苔(罐裝)-停用,0,0,0
K0101090,三國屋 海濱鹽味海苔-停用,0,0,0
K0101091,橄欖油浸鯖魚罐頭,0,0,0
K0101092,橄欖油浸鯖魚罐頭(紅甜椒辣醬),0,0,0
K0101093,橄欖油浸鯖魚罐頭(檸檬羅勒),0,0,0
K0101094,新瀉妙高寒作里3年熟成辣椒醬,225,190,0
K0101095,新瀉妙高寒作里吟釀6年熟成辣椒醬,0,0,0
K0101096,新瀉妙高寒作里雷神超級辣椒醬,0,0,0
K0101097,氣仙沼完熟牡蠣蠔油,0,0,0
K0101098,氣仙沼完熟牡蠣沙拉醬,0,0,0
K0101099,氣仙沼美味干貝＆膠原蛋白XO醤,0,0,0
K0101100,梅1/2切燒海苔,0,0,0
K0101101,羅臼七代目昆布,0,0,0
K0101102,丸勝薩摩鰹魚片,0,0,0
K0101103,丸勝厚切鯖魚片,0,0,0
K0101104,富帆日式麻糬350G,0,0,0
K0101105,富帆梅肉醬280G,0,0,0
K0101106,天華原味1K,250,0,0
K0101107,富帆本場鳴門系若布80G,0,0,0
K0101108,富帆五色油炸粉(米果)500G,0,0,0
K0101109,白板昆布100G,0,0,0
K0101110,木之芽(山椒芽),0,0,0
K0101111,山藥(大和芋)-品號停用,0,0,0
K0101112,毛蟹-品號停用,0,0,0
K0101113,小田垣商店 丹波黑豆粉100G,130,110,125
K0101114,小田垣商店 丹波煎黑豆80G-停用,0,0,0
K0101115,小田垣商店 丹波黑豆甘納豆200G-停用,0,0,0
K0101116,小田垣商店 丹波黑豆(白巧克力口味)60G-停用,0,0,0
K0101117,小田垣商店 丹波黑豆(糖霜口味)43G-停用,0,0,0
K0101118,小田垣商店 丹波黑豆(抹茶口味)60G-停用,0,0,0
K0101119,多田 金極味 鰹魚高湯包58.1G,188,0,180
K0101120,多田 金極味 鰹魚高湯包249G,0,0,0
K0101121,YAMAJYO鰹魚高湯包96G,360,260,300
K0101122,無糖毛豆漿915ml,120,90,110
K0101123,有糖毛豆漿915ml,120,90,110
K0101124,HOSHIKO蔬菜高湯包,0,0,0
K0101125,小田垣商店 和菓子餅皮(最中皮),340,260,300
K0101126,土三寒六客訂品 辰巳食品 高湯包,"1,450",0,0
K0101127,土三寒六客訂品 京兼釀造 小魚乾,"1,000",0,0
K0101128,丸勝鯖魚粉,850,720,800
K0101129,Maruya八丁味噌粉50G,210,175,0
K0101130,汐吹細絲鹽昆布200G,370,320,360
K0101131,Marusaya天然真昆布1KG_停止進口,"2,450","2,020",2300
K0101132,日清川田製麵讚岐烏龍麵450G(廠商更改規格_停用),100,90,95
K0101133,日清川田製麵讚岐全素麵450G(廠商改規格/停用),100,90,95
K0101134,日清滝沢更科信州蕎麥麵230G(廠商更改規格_停用),60,50,56
K0101135,日清滝沢更科信州蕎麥麵600G,145,128,140
K0101136,吉利葉金級吉利丁片(黑),320,280,0
K0101137,吉利葉銀級吉利丁片(藍),300,260,0
K0101138,吉利葉金級吉利丁粉 DY-200(豬),720,580,0
K0101139,吉利葉銀級吉利丁粉 F(魚),480,400,0
K0101140,【停售】FOODHOOD半生麵120G,38,31,35
K0101141,喜知次一夜干,240,0,0
K0101142,讚匠半生烏龍麵條(細切)300G,150,120,140
K0101143,山長商店 和風高湯包1K,850,700,820
K0101144,讚匠半生烏龍麵條(細切)300G空白包裝,150,120,140
K0101145,都平昆布海藻 北海道昆布粉,755,570,655
K0101146,吉利葉即溶金級吉利丁粉500G,510,440,0
K0101147,創味豚骨醬油高湯1.8L,550,0,539
K0101148,創味豚骨高湯1.8L-停用,650,540,620
K0101149,創味和風高湯1.8L,500,0,490
K0101150,苗林行生麵條,18,0,0
K0101151,鰹魚粉8號500G,0,430,0
K0101152,FS混合魚細片2KG,0,"1,000",0
K0101153,【停售】黑豆王子蜜黑豆1K,260,0,250
K0101154,台灣九號冷凍帶殼毛豆400G(替代規格 庫存售完停用),56,50,52.8
K0101155,創味魚介豚骨拉麵底湯(濃郁),450,340,385
K0101156,明星天婦羅蕎麥麵(即食杯麵),62,0,0
K0101157,日清雞南蠻風味蕎麥麵(即食杯麵),62,0,0
K0101158,乾蕎麥麵,70,50,60
K0101159,創味鯛魚高湯,670,0,657
K0101160,創味烤飛魚高湯,600,0,588
K0101161,創味蜆高湯,490,368,420
K0101162,創味豚骨高湯1.8L,650,0,637
K0101163,畠中製麵 白石溫麵,99,73,86
K0101164,小倉屋 天然真昆布本場折浜,"3,100","2,350",2700
K0101165,山茶花熟凍拉麵(細),480,0,0
K0101166,山茶花熟凍拉麵(停用),700,0,0
K0101167,山茶花熟凍拉麵(停用),480,250,480
K0101168,Marusaya片口煮干,"1,500","1,100",0
K0101169,FOODHOOD半生麵 橫濱中華街担担麵醬(停售),0,0,0
K0101170,Marusaya枯本節,445,360,0
K0101171,【停售】料理用純金箔粉/細,"2,000","1,700",1960
K0101172,【停售】料理用裁切金箔,"1,850","1,573",1813
K0101173,料理用裁切銀箔,"1,850","1,375",1500
K0101174,【停售】葛切粉絲,243,215,233
K0101175,寒梅粉,"7,500","6,525",0
K0101176,寒梅粉1KG,500,0,0
K0101177,有明海燒海苔(薄/全形),300,250,275
K0101178,有明海花海苔 30G,517,439,507
K0101179,加賀種食品 最中皮無地丸(中),255,200,220
K0101180,創味和心美高湯,550,400,475
K0101181,【停售】FOODHOOD山茶花熟凍拉麵100G,560,0,560
K0101182,【停售】FOODHOOD山茶花熟凍拉麵150G,400,0,400
K0101183,日清川田製麵讚岐全素麵400G,100,90,95
K0101184,日清川田製麵讚岐烏龍麵400G,100,90,95
K0101185,日清滝沢更科信州蕎麥麵200G,60,50,56
K0101186,小倉屋 道南產天然真昆布30CM裁切1K,"2,500","1,900",2200
K0101187,小倉屋 天然真昆布黑口浜1K,"2,900","2,545",2930
K0101188,創味鹽味拉麵高湯,330,0,323
K0101189,FOODHOOD 橫濱中華街担担麵金芝麻粒,0,0,0
K0101190,【停售】冷凍生拉麵,16,13,15
K0101191,金龍-低加水極細麵,30,29,30
K0101192,小倉屋 北海道天然利尻昆布LS1K,"1,800","1,550",1650
K0101193,春戀細麵(停售),0,0,0
K0101194,【停售】即食和牛料理包．馬告風味牛白湯 600g,229,0,0
K0101195,即食和牛料理包．法式牛肉澄清湯 600g,229,0,0
K0101196,即食和牛料理包．匈牙利蔬菜牛肉湯 600g,229,0,0
K0101197,即食和牛料理包．和牛日式燴飯醬 300g,427,0,0
K0101198,即食和牛料理包．紅酒燉近江牛 300g,427,0,0
K0101199,即食和牛料理包．和牛日式和風咖喱 300g,427,0,0
K0101200,即食和牛料理包．和牛瑪莎拉咖哩 300g,427,0,0
K0101201,FOODHOOD山茶花熟凍麵,18,15,18
K0101202,加賀種最中餅殼（67mm、41cc）,255,220,240
K0101203,北海道汐吹細絲鹽昆布200G,440,360,420
K0101204,【停售】FOODHOOD山茶花熟凍麵(A),18,0,0
K0101205,小倉屋 北海道天然日高昆布 85G,219,177,209
K0101206,小倉屋 北海道天然利尻昆布LS 85G,260,210,248
K0101207,吉利葉金級吉利丁片(黑)樣品,0,0,0
K0101208,吉利葉銀級吉利丁片(藍)樣品,0,0,0
K0101209,吉利葉銀級吉利丁粉 F(魚)樣品,0,0,0
K0101210,加賀種最中餅殼（43mm、16cc）,"17,900","16,500",17900
K0101211,阿部幸杵搗麻糬,150,122,144
K0101212,FOODHOOD山茶花熟凍寬扁麵,20,18,0
K0101213,加賀種最中糯米餅殼（長型）,"6,900","6,000",6900
K0101214,加賀種最中餅殼（城型、30cc）,"8,500","7,500",8500
K0101215,加賀種最中餅殼（心型、21cc）,"12,500","11,000",12500
K0101216,加賀種最中餅殼（熊型分裝、20cc）,"7,700","7,300",7700
K0101217,小倉屋 天然真昆布黑口浜伸特上 1KG,"3,500","2,850",0
K0101218,創味蛤蜊高湯,767,733,733
K0101219,鹽漬櫻花M-5,"1,200",978,1151
K0101220,丸勝花鰹薄片(去血合),330,0,300
K0101221,一蘭豚骨拌拉麵,82,0,0
K0101222,液態鹽麴10L,"2,190","2,190",0
K0101223,FOODHOOD冷凍生蕎麥麵120G,18,16,18
K0101224,加賀種最中餅殼（城型分裝、30cc）,"8,500","8,000",8500
K0101225,加賀種最中餅殼（鯛魚分裝、16cc）,"7,600","7,300",7600
K0101226,加賀種最中餅殼（招財貓分裝、8cc）,"8,800","8,500",8800
K010144,味之素味素1K(停用),280,0,0
K0102001,丸山海苔店 青系(海苔)(6g),220,200,200
K0103001,芭蕉堂笑來美餅,400,0,0
K0103002,芭蕉堂丹波黑大豆粉,"1,150",0,0
K0103003,芭蕉堂抹茶黑大豆粉,"1,150",0,0
K0103004,芭蕉堂芝麻黑大豆粉,"1,150",0,0
K0103005,芭蕉堂可可黑大豆粉,"1,150",0,0
K0104001,NINBEN綜合厚削高湯包,"1,415","1,205",1390
K0105001,北海道天然日高昆布1K(A等),"1,905","1,620",1870
K0105002,北海道利尻昆布1K(A等),"2,995","2,550",2935
K0105003,北海道真昆布1K,"1,815","1,545",1780
K0105004,北海道羅臼昆布1K,"2,890","2,455",2830
K0106001,文明堂 經典長崎蛋糕0.6號 (10片),544,0,0
K0106002,文明堂 經典長崎蛋糕 (5片獨立包裝),464,0,0
K0106003,文明堂 抹茶長崎蛋糕 (5片獨立包裝),464,0,0
K0106004,文明堂 巧克力長崎蛋糕 (5片獨立包裝),464,0,0
K0201001,慕堤整粒去皮蕃茄,150,0,0
K0201002,紅巢有機去皮蕃茄罐-更換品名,115,0,0
K0201003,牛頭牌1號玉米粒,280,0,260
K0201004,牛頭牌1號玉米醬,195,0,0
K0201005,達拉斯切片洋菇,280,0,0
K0201006,遠洋鮪魚特餐(小),55,0,0
K0201007,遠洋鮪魚特餐(大),381,0,0
K0201008,遠洋鮪魚三明治(小),50,0,0
K0201009,遠洋鮪魚三明治(大),350,0,0
K0201010,綠巨人玉米粒(小)312G-更換規格停用,40,0,0
K0201011,綠巨人玉米粒1#,165,0,0
K0201012,香草布丁粉,220,0,0
K0201013,天九牌鳳梨片,45,0,0
K0201014,桂冠沙拉,410,0,400
K0201015,飯友牌玉米粒罐頭(小),23,0,0
K0201016,德國酸白菜,400,0,0
K0201017,梅全形燒海苔,259,0,254
K0201018,飯友牌甜玉米粒易開罐(小),25,0,0
K0201019,柴魚粉1K,400,330,350
K0201020,金礦大洋梨罐頭,80,0,0
K0201021,摩卡咖啡濃縮醬,980,0,0
K0201022,香草莢濃縮醬(品號重複-停用),"1,290",0,0
K0201023,NSF粉-原味,530,0,0
K0201024,去籽綠橄欖,125,0,0
K0201025,芋頭醬香料,650,0,0
K0201026,天然牛奶膏,900,0,0
K0201027,(苗)牛奶香粉(停售),410,0,0
K0201028,牛奶香精,"1,700",0,0
K0201029,鮮奶香料3倍,"1,000",0,0
K0201030,香草精(水),110,0,0
K0201031,香草粉-停止販售停用,190,0,0
K0201032,山鹿有機玫瑰花瓣,800,0,0
K0201033,金級吉力丁片,900,0,0
K0201034,立基起酥片12*13cm,825,0,0
K0201035,立基起酥片14*14cm,890,0,0
K0201036,Fragata帆船酸豆410G-停止進貨停用,130,0,0
K0201037,香魁克2L,370,0,0
K0201038,SonTon披薩醬,225,210,0
K0201039,黃金起酥片12*13cm-停止販售停用,825,0,0
K0201040,起酥蛋糕-停止販售停用,735,0,735
K0201041,可果美蕃茄醬3330G,245,0,0
K0201042,毛豆仁-熟(停用-商品轉換),"1,000",0,0
K0201043,可果美蕃茄糊3.2KG-停售,250,0,0
K0201044,【停售】達客檸檬粉,985,0,0
K0201045,可果美蕃茄醬700G(箱)-品號轉換停用,700,0,700
K0201047,憶霖蕃茄醬3.2K-停售停用,140,0,0
K0201048,指揮家義大利直麵#110-停用,70,0,0
K0201049,煌輝洋蔥絲,400,0,0
K0201050,義式剝皮蕃茄2550g,100,0,0
K0201051,蝴蝶麵-停售停用,30,0,0
K0201052,蔬菜千層麵270G-停售停用,50,0,0
K0201053,緹蒂卡朵義大利直麵110#(停用),"1,400",0,1400
K0201054,Lusso樂子義大利麵1.8,30,0,0
K0201055,魚塊1K,250,0,0
K0201056,義式羅勒醬,355,0,0
K0201057,英格蘭巧達湯粉1KG,385,0,0
K0201058,墨魚醬,720,0,0
K0201059,長/乳酪棒400G,265,0,170
K0201060,帕克里義大利麵89# 500G,75,0,0
K0201061,梨山花生醬,460,0,0
K0201062,原味薯條5LB,220,0,0
K0201063,梨山草莓醬,230,0,0
K0201064,蓮子豆/雞豆罐400G,30,0,0
K0201065,海鮮千層麵270G-停售停用,50,0,0
K0201066,日本特級鹽漬櫻花(停售轉換->鹽漬櫻花M-5),"1,550",0,0
K0201067,SO甜脆瓜720G,90,0,0
K0201068,SO酸黃瓜1.4KG,135,0,0
K0201069,大鯷魚-西班牙720G,650,0,0
K0201070,【停售】達客覆盆子粉,"2,300",0,0
K0201071,達客香草莢濃縮醬,"1,420","1,300",0
K0201072,華鰹柴魚薄片(待刪除誤打),750,0,0
K0201073,紅巢有機蕃茄糊,420,0,0
K0201074,金級吉力丁片-品號重複停用,900,0,0
K0201075,元寶焙爾鏡面果膠,"1,170",0,0
K0201076,元寶焙爾熱用杏桃果膠,"1,100",0,0
K0201077,緹蒂卡朵義大利直麵110#,70,0,0
K0201078,柑橘果膠,0,0,0
K0201079,台灣焙樂道鏡面果膠5K,0,0,0
K0201080,【停售】達客複方香草香料5KG,"7,857","6,680",0
K0201084,台灣洛神花乾1KG-停售,400,0,0
K0201085,艾貝可New House義大利肉醬2K,0,0,0
K0201086,誠芳蛋黃粉1K,360,0,0
K0201087,東遠有機橄欖油漬沙丁魚100G,0,0,0
K0201088,Fragata帆船酸豆948G(入數轉換停用),245,0,0
K0201089,骰子酪梨500G,260,220,240
K0201090,Mikoya卡門貝爾乳酪香精PE-貨號轉換停用,"3,240",0,0
K0201091,N.41斜尖管麵1K,0,0,0
K0201092,【停售】誠芳全蛋粉1K,540,0,0
K0201093,N.24水管麵1K,0,0,0
K0201094,【停售】伊那寒天 超寒天(慕思凝固膠粉),"1,445",0,0
K0201095,SM青椒切片-停售停用,230,0,0
K0201096,Agromonte油漬烘乾櫻桃番茄1K,0,0,0
K0201097,Kenko TB 低卡無油洋蔥沙拉醬1L,250,225,245
K0201098,Kenko滑順起司醬450G-停止進口,235,0,0
K0201099,毛豆仁-熟1KG(停用-商品轉換),100,0,0
K0201100,可果美蕃茄醬700G-停售,60,0,0
K0201101,東遠酸豆果實720ML,0,0,0
K0201102,東遠鳥巢細新鮮蛋麵300G,0,0,0
K0201103,東遠三色鳥巢小寬新鮮蛋麵300G,0,0,0
K0201104,東遠鳥巢中寬新鮮蛋麵300G,0,0,0
K0201105,東遠尖管新鮮蛋麵500G,0,0,0
K0201106,東遠千層新鮮蛋麵皮250G,0,0,0
K0201107,東遠牛肝蕈義大利餛飩250G,0,0,0
K0201108,東遠番茄起司蘿勒義大利餃,0,0,0
K0201109,東遠瑞可達菠菜義大利餃250G,0,0,0
K0201110,德麥油溶性色粉(綠),0,0,0
K0201111,德麥油溶性色粉(粉紅),0,0,0
K0201112,德麥PCB銅色粉,0,0,0
K0201113,德麥PCB金色粉,0,0,0
K0201114,德麥PCB銀色粉,0,0,0
K0201115,德麥PCB寶石紅粉,0,0,0
K0201116,德麥和風純金箔,0,0,0
K0201117,德麥巧克力裝飾三色脆球,0,0,0
K0201118,5%黑松露醬90G,0,0,0
K0201119,瑞士施氏魚子醬50G,0,0,0
K0201120,Amanida醃製黃椒,0,0,0
K0201121,東遠Navarrico舌型紅甜椒 舌頭椒(粒)390G,0,0,0
K0201122,東遠義大利袋裝酸豆(9-10MM)1KG,0,0,0
K0201123,Mikoya焦糖香味料SE,"3,200",0,0
K0201124,日清MAMA義大利麵-暫停進貨停用,0,0,0
K0201125,日清MAMA牛肝菌菇奶油醬-暫停進貨停用,0,0,0
K0201126,日清MAMA滑順蛋黃奶油醬-暫停進貨停用,0,0,0
K0201127,金級吉力丁粉-品號停用,0,0,0
K0201128,科麥巧克力用色粉(紅色),0,0,0
K0201129,科麥巧克力用色粉(藍色),0,0,0
K0201130,聯馥泰瑞突尼西亞橙花水,400,0,0
K0201131,Mikoya香草風味料NO.10,"23,000",0,0
K0201132,Mikoya杏仁牛奶醬SE,"3,600",0,0
K0201133,伊那寒天 采露(水饅頭用粉),0,0,0
K0201134,伊那寒天 C-300(打蛋白粉) 1KG,"1,300",0,0
K0201135,東遠醃漬綠茶小酸瓜,0,0,0
K0201136,東遠酸菜770G,0,0,0
K0201137,東遠聖馬札諾番茄粒2.5KG,0,0,0
K0201138,東遠烤紅甜椒460g,0,0,0
K0201139,東遠醃製青醬小洋蔥720ML,0,0,0
K0201140,東遠米形麵500g,0,0,0
K0201141,東遠尖管麵500g,0,0,0
K0201142,東遠短管麵500g,0,0,0
K0201143,東遠有機橄欖油漬鮪魚160g,0,0,0
K0201144,東遠油漬鮪魚菲力110g,0,0,0
K0201145,Mikoya地瓜香精,"4,600","3,300",0
K0201146,貴妃酸桔,"6,600",0,6600
K0201147,Maille魅雅幼條瓜400G,0,0,0
K0201148,迷你圓形香草塔殼,0,0,0
K0201149,東遠長型扁麵,0,0,0
K0201150,東遠油漬鯷魚菲力,0,0,0
K0201151,東遠荷蘭白蘆筍,0,0,0
K0201152,緹蒂卡朵中水管麵171#-停止進貨停用,75,0,0
K0201153,東遠鹽漬酸豆1000G,0,0,0
K0201154,酪梨雙響250G,0,0,0
K0201155,San Lorenzo鮮凍酪梨泥250G,115,95,105
K0201156,帕克里義大利水管麵#136,75,0,0
K0201157,東遠挪威切片燻鮭魚200G,0,0,0
K0201158,San Lorenzo骰子酪梨(墨西哥產)500G,220,180,200
K0201159,Mikoya薄荷香精,0,0,0
K0201160,綠巨人玉米粒340G(停售),43,0,0
K0201161,香金麥去皮蕃茄罐-商品轉換停用,115,0,0
K0201162,伊那寒天PG-10(超強果凍粉)1KG,"1,850",0,0
K0201163,Kenko HB美乃滋1KG,0,240,0
K0201164,冷凍酪梨塊(哈斯酪梨)3磅(停售),800,680,0
K0201165,新鮮玫瑰花瓣,320,0,0
K0201166,乾燥玫瑰花辦,305,0,0
K0201167,Ristoris羅勒青醬,355,0,350
K0201168,Kenko Feel Free芝麻沙拉醬1L,200,160,190
K0201169,Robo去皮蕃茄罐2.5KG,110,0,0
K0201170,北海道玉米濃湯500G,120,0,0
K0201171,Kenko Feel Free無油紫蘇沙拉醬1L,200,160,190
K0201172,Kenko Feel Free凱薩沙拉醬1L,200,160,190
K0201173,Kenko GLOBAL美乃滋1K,190,0,0
K0201174,台南九號花生醬(無添加糖)1KG (停用),380,0,360
K0201175,殺菌蛋黃糖液,0,0,0
K0201176,Fragata帆船酸豆948G(規格轉換),245,0,0
K0201177,無麩質螺旋麵,100,85,90
K0201178,無麩質斜管麵,100,85,90
K0201179,無麩質兒童通心粉,110,0,100
K0201180,無麩質兒童螺旋麵,110,0,100
K0201181,【停售】慕堤去皮切丁蕃茄,150,0,0
K0201182,【停售】慕堤櫻桃蕃茄罐,200,0,0
K0201183,澳洲AP草莓風味加強液1L-品號轉換停用,"3,000","1,800",0
K0201184,澳洲AP咖啡風味加強液1L-貨號轉換停用,"3,000","1,800",0
K0201185,無麩質圓直麵,98,72,88
K0201186,無麩質細扁麵,98,72,88
K0201187,【停售】樂奇雅銀標5%黑松露蕈醬,900,0,880
K02011878,【停售】樂奇雅泡油切片黑松露,"1,950",0,0
K02011879,【停售】樂奇雅頂級5%白松露蕈醬280G,"1,000",0,0
K0201188,Fragata帆船酸豆935G(停售),245,0,0
K02011880,【停售】樂奇雅頂級5%白松露蕈醬90G,370,0,0
K02011881,【停售】樂奇雅頂級12%黑松露蕈醬500G,"1,850",0,0
K02011882,【停售】樂奇雅頂級12%黑松露蕈醬90G,330,0,0
K0201189,柴魚粉5KG,0,0,0
K0201190,FOODHOOD冷凍生甜甜圈麵糰,"4,320",0,0
K0201191,208葡式蛋塔皮,"1,185",0,0
K0201192,冷凍萬用基底塔16cm(半成品),250,0,250
K0201193,純白雲朵蛋糕,0,0,0
K0201194,Lopia 巴特紅豆銅鑼燒,0,0,0
