客戶代號 | Customer Code,客戶簡稱 | Customer Short Name,統一編號 | Tax ID | gst_number,業務員 | Salesperson,業務助理名稱 | Sales Assistant Name,客戶(集團)分級 | Customer Grade,通路別 | Channel Type,型態別 | Business Type,地區別 | Geographical distinction,送貨地址 | Shipping Address,TEL_NO(一) | mobile,TEL_NO(二) | company_phone,交易條件 | Payment Terms,最近交易 | last_transaction_at,歇業日期 | Business Closure Date,指定庫別名稱 | designated_warehouse_name
C3273,劉冠琳,,苗實,張沛宸,C級客戶,烘焙業,個人工作室,新北市林口區,新北市林口區文化三路一段225巷10號5樓-收貨:管理室,0960-560149,,貨到收款,20260129,,
C3274,阿瑪迪斯咖啡廳(中和)停用,70364593,苗實,,C級客戶,飲品咖啡店,咖啡店,新北市中和區,新北市中和區立德街193號1樓-收貨 : 皆可,02-32340027,0921-194794,貨到收款,20240604,20250407,
C3275,騰壽司,93619020,苗實,張沛宸,C級客戶,日式餐飲,壽司店,新北市板橋區,新北市板橋區中山路一段160-9號-收貨 : 10:00-11:00、1430:1730,0926-717531,,貨到收款,20250310,,
C3276,熊仔燒,91746529,苗實,,C級客戶,烘焙業,西式甜點店,新北市中和區,新北市中和區莒光路205之一號-收貨 : 10:00~17:00(無休),0981-083808,0958-133335,貨到收款,20240604,,
C3277,樂比亞-新莊宏匯店-鮮魚部,90488039,林文哲,,S級客戶,日式餐飲,壽司店,新北市新莊區,新北市新莊區新北大道4段3號B2-收貨:皆可,02-85220141,,月結30天,20240820,,
C3278,富得君客餐飲,90570516,苗實,張沛宸,C級客戶,餐廳,鍋物,新北市中和區,新北市中和區中正路961號10樓(收款/下貨)-收貨:8:30-17:00*假日休*營業:08:30-17:30,0926-061901,02-22255298#216,貨到收款,20260114,,
C3279,魔法土,95436567,苗實,張沛宸,C級客戶,烘焙業,西式甜點店,新北市林口區,新北市林口區興林一街52號 (週一休)-收貨 : 皆可,0916-742219,0900-153056,貨到收款,20260211,,
C3280,B&K甜點胃(停用),,苗實,張沛宸,C級客戶,烘焙業,西式甜點店,新北市三重區,新北市三重區大同北路220巷5號2樓(週六日休)-收貨 : 10:00-19:00,0922-751517,,貨到收款,20250207,20250630,
C3281,軒饌廚坊-蘆洲央廚,82899761,苗實,,C級客戶,製造商,代工廠,新北市蘆洲區,新北市蘆洲區中山一路95巷22弄14號-收貨:09:00-18:00*六、日店休,02-26561616,0989-411927,貨到收款,20240726,,
C3282,點滴二三室咖啡,93671117,苗實,張沛宸,C級客戶,飲品咖啡店,咖啡店,新北市板橋區,新北市板橋區民生路二段234巷2弄1號-收貨時間:10:00-17:00,0926-746382,,貨到收款,20250411,,
C3283,米果,,苗實,張沛宸,C級客戶,日式餐飲,和食餐廳,新北市林口區,新北市林口區三民路175巷2號1樓-收貨 : 06:30-15:00,0919-161281,,貨到收款,20260319,,
C3284,邱堉唯,,苗實,張沛宸,C級客戶,烘焙業,個人工作室,新北市五股區,新北市五股區民義路二段22巷19弄7號-皆可,0903-190035,,貨到收款,20260311,,
C3285,歐嬤德式美食-央廠(停用),24322797,苗實,,C級客戶,烘焙業,西式麵包店,新北市新店區,新北市新店區中正路495號5樓(週六日休)-收貨 : 08:00-17:00,0972-812932,,月結30天,20241021,,
C3286,Haruka(匯款),,苗實,張沛宸,C級客戶,烘焙業,個人工作室,新北市汐止區,新北市汐止區茄苳路225巷11弄12號1樓-皆可,0981-985860,,貨到收款,20260312,,
C3287,咖哈美爾,96825902,苗實,張沛宸,C級客戶,烘焙業,西式甜點店,新北市淡水區,新北市蘆洲區國道路二段1巷52號7樓(週六有人收貨)-收貨:8:30後**到貨請電聯搭電梯送上樓,0937-981283,0926-357165,貨到收款,20260310,,
C3288,靠近雲廚(路易莎職人),54857699,蕭育豐,,A級客戶,日式餐飲,丼飯店,新北市板橋區,新北市板橋區文化路一段188巷65號(後方入口)-收貨 : 10:00後,0958-313268,,月結30天,20241107,,
C3289,(停用)4k手作烘焙,91398795,苗實,張沛宸,C級客戶,烘焙業,西式甜點店,新北市三重區,新北市三重區仁壽街133號(週三休)-收貨 : 10:00-19:00,0903-503230,,貨到收款,20250708,20250714,
C3290,LUMINE路米甜點,94874694,苗實,張沛宸,C級客戶,烘焙業,西式甜點店,新北市三重區,新北市三重區中正北路11號1樓-收貨 : 8:00-18:30,0909-594523,,貨到收款,20260313,,
C3291,阿婆壽司,53224514,陳盈穎,,N級客戶,餐廳,小吃,新北市鶯歌區,新北市鶯歌區中正一路63號-收貨 : 皆可,02-26709345,0973-895675,貨到收款,,,
C3292,津好烘焙坊,,苗實,,C級客戶,烘焙業,西式麵包店,新北市三重區,新北市三重區文化南路35號-收貨: 12:00-22:00,0952-805655,,貨到收款,20240816,,
C3293,大人的甜點,42236788,苗實,張沛宸,C級客戶,烘焙業,西式甜點店,新北市永和區,新北市永和區安樂路62號-收貨:12:00-21:00*週二店休,02-29441228,0926-440577,貨到收款,20260212,,
C3294,九樓二毛ROSY(匯款),93669528,苗實,,C級客戶,烘焙業,西式甜點店,新北市林口區,新北市林口區公園路11號2樓(週六日休)-收貨 : 下午到貨,0989-864596,,貨到收款,20241011,,
C3295,(停用)FarinaPizza法里娜披薩,90196928,苗實,張沛宸,C級客戶,餐廳,披薩店,新北市中和區,新北市中和區景平路151巷18-1號1樓-收貨 : 08:00～16:00,0920-369741,02-29256062,貨到收款,20251008,20251201,
C3296,果凍親子工作坊,92504598,苗實,張沛宸,C級客戶,公家/教學單位,烘焙教室,新北市淡水區,新北市淡水區民權路139號2樓(暫無電梯) (週日及國定假日公休)- 收貨時間：11:00-19:00,0919-033018,02-88097868,貨到收款,20260121,,
C3297,FUGO CAFFÉ,50968217,苗實,張沛宸,C級客戶,飲品咖啡店,咖啡店,新北市三重區,新北市三重區溪尾街14號4樓之5(週六日休)-收貨 : 09:00~17:00,02-82878091,0983-132252,貨到收款,20260320,,
C3298,走馬啡,93366448,苗實,張沛宸,C級客戶,飲品咖啡店,咖啡店,新北市淡水區,新北市淡水區中正東路2段51號-收貨: 10:00-18:00,02-88097777,0926-589860,貨到收款,20251205,,
C3299,四貝串燒,47980574,陳盈穎,張沛宸,P級客戶,日式餐飲,居酒屋/燒烤店,新北市永和區,新北市永和區永貞路90號1樓-收貨:18:00~01:00*週一公休,0932-131432,02-29207575,月結30天,20260311,,
C3300,和和拉麵,95458858,苗實,張沛宸,C級客戶,日式餐飲,拉麵店,新北市中和區,新北市中和區中安街78號-收貨 : 08:00～16:00,0920-369741,02-29256062,貨到收款,20250528,,
C3301,土然巧克力淺水灣店,82971313,陳柏皓,,PF級客戶,烘焙業,西式甜點店,新北市三芝區,新北市三芝區北勢子45-15號-收貨 : 10:30-19:00,0988-133054,02-86351798,貨到收款,,,
C3302,澎富企業,28445089,苗實,張沛宸,C級客戶,製造商,加工食品製造廠,新北市中和區,新北市中和區員山路506-1號3樓-收貨 : 09:00~12:00   13:00~17:00,02-22286266,,貨到收款,20250716,,
C3303,豬豬炸肉餅 板橋       Katsu,91015185,蕭育豐,林宛瑜,A級客戶,日式餐飲,豬排店,新北市板橋區,新北市板橋區板新路237號1樓-收貨:11:30-20:00,0905-978980,,月結30天,20260102,,
C3304,吃甜。時,95138194,苗實,張沛宸,C級客戶,烘焙業,西式甜點店,新北市新莊區,"新北市新莊區化成路318號後段(艾咪剪髮巷子,入口警察局旁邊的巷子)週三休-收貨:9:00-16:00",0958-807884,0976-619491黃小姐,貨到收款,20260127,,
C3305,法蘭司烘焙,28208895,鄭捷,,P級客戶,烘焙業,西式麵包店,新北市三重區,新北市三重光復路二段42巷32號-收貨9:00~16:00*,02-27185678,0935-031416,貨到收款,20240827,,
C3306,(停用)水水菓食,,苗實,張沛宸,C級客戶,烘焙業,西式甜點店,新北市樹林區,新北市樹林區八德街73號-收貨 : 下午 **到貨前電聯,0979-882781,,貨到收款,20251229,20260209,
C3307,Katsu鑫-板橋店,91015185,蕭育豐,林宛瑜,A級客戶,日式餐飲,豬排店,新北市板橋區,新北市板橋區板新路237號1樓-收貨: 10:00-20:00,0905-978980,,月結30天,20260114,,
C3308,龍涎居(土城央廚),24743241,陳盈穎,,N級客戶,餐廳,鍋物,新北市土城區,新北市土城區永豐路195巷7弄21號-收貨:08:00~17:00*週休二日,02-22677979,,貨到收款,,,
C3309,Coïn(匯款),,苗實,張沛宸,C級客戶,飲品咖啡店,飲料店,新北市三重區,新北市三重區中興北街130-1號7樓（管理室收貨）-收貨: 皆可收貨,0921-018531,,貨到收款,20251205,,
C3310,青焰新莊嘉軒,90466149,蕭育豐,,A級客戶,餐廳,Buffet自助餐,新北市新莊區,新北市新莊區新北大道三段79號 (B1卸貨區)*貨車限高2.3米-收貨:10:00-13:00*營業: 09:00-13:00(之後會營業至晚上),0917-569409,,月結30天,20240905,,
C3311,甜間小徑(匯款),,苗實,張沛宸,C級客戶,烘焙業,個人工作室,新北市永和區,新北市永和區文化路126巷7號2樓-收貨:11:00-20:00●溢收$3308出貨時折抵,0910-902219,,貨到收款,20260105,,
C3312,季永國際餐飲,167095,鄭捷,,P級客戶,通路與零售商,電商平台,新北市三重區,新北市三重區重陽路三段57號-收貨 : 皆可,0972-936830,,貨到收款,20241231,,
C3313,芳舟麵包屋,80013100,苗實,,C級客戶,烘焙業,西式麵包店,新北市新莊區,新北市新莊區復興路二段145號1樓-收貨:上午10:30前,0905-130539,,貨到收款,20240911,,
C3314,匠月拉麵,91707743,苗實,,C級客戶,日式餐飲,拉麵店,新北市板橋區,新北市板橋區裕民街56巷6號-收貨:11:00-14:00 / 17:00-21:00*週一店休,0918-581190,,貨到收款,20240911,,
C3315,穀舞,91784500,苗實,張沛宸,C級客戶,烘焙業,個人工作室,新北市三峽區,新北市三峽區中山路106巷17弄6號-收貨:皆可,0926-851019,,貨到收款,20260112,,
C3316,蔦の亭,95134471,苗實,張沛宸,C級客戶,日式餐飲,拉麵店,新北市泰山區,新北市泰山區仁義路135號-收貨 : 早上,0978-176668,,貨到收款,20260311,,
C3317,杜彥臻,,苗實,張沛宸,C級客戶,烘焙業,個人工作室,新北市林口區,新北市林口區吉林街9號-收貨 : 12:00前 **到貨前電聯,0908-633156,,貨到收款,20260309,,
C3318,罌粟甜點,94181736,苗實,張沛宸,C級客戶,烘焙業,個人工作室,新北市三重區,新北市三重區集仁街128號6樓-收貨:11:00~18:00-請管理室代收,0955-326200,,貨到收款,20260123,,
C3319,On the Road,82880290,鄭捷,張沛宸,PF級客戶,飲品咖啡店,冰店,新北市汐止區,新北市汐止區康寧街169巷27號6樓之2(週六日休)-收貨 : 10:00~19:00,02-26927342,,貨到收款,20260107,,
C3320,On the Road-易河行(匯款),38575069,鄭捷,,PF級客戶,飲品咖啡店,冰店,新北市汐止區,新北市汐止區康寧街169巷27號6樓之2(週六日休)-收貨 : 10:00~19:00,02-26927342,,貨到收款,20240924,,
C3321,占元玉蘭國際,83008366,苗實,,C級客戶,製造商,代工廠,新北市汐止區,新北市汐止區南陽街90巷16號(週六日休)-收貨 : 09：00~17：00,02-26931539,,貨到收款,20240926,,
C3322,Preserve林口三井    Mia,42826026,深川真紀,張沛宸,S級客戶,餐廳,蔬食餐廳,新北市林口區,新北市林口區文化二路一段123號(櫃位50090),02-26068102,02-22228788#304,月結30天-26日收款,20260318,,
C3323,Dreamers林口扶輪公園店(加盟),42826026,深川真紀,張沛宸,S級客戶,飲品咖啡店,咖啡店,新北市中和區,新北市中和區中正路988巷8號(送央廚)-收貨: 08:00-18:00 無公休,02-22228788#304,,月結30天-26日收款,20260310,,
C3324,Cozy sunshine,,苗實,張沛宸,C級客戶,烘焙業,個人工作室,新北市蘆洲區,新北市蘆洲區長榮路148號4樓-管理室可代收,0910-009373,,貨到收款,20250930,,
C3325,丰里烘焙,80023901,鄭捷,張沛宸,PF級客戶,烘焙業,西式麵包店,新北市新莊區,新北市新莊區昌隆街16號6樓(送前電聯)-收貨:08:00-17:00*不定休,0916-987606,,貨到收款,20250508,,
C3326,蘇娟瑩,,陳采立,,N級客戶,烘焙業,個人工作室,新北市新店區,新北市新店區中興路一段282號14樓之3 (管理室可代收),0937-514027,,貨到收款,,,
C3327,豪鬼拉麵,,鄭捷,張沛宸,PF級客戶,日式餐飲,拉麵店,新北市蘆洲區,新北市蘆洲區民權路188之1號1樓-收貨: 14:00~17:00,0989-831314,,貨到收款,20260209,,
C3328,SUAGE湯咖哩-林口,50906000,李丞凱,張瑋玲,S級客戶,日式餐飲,豬排店,新北市林口區,新北市林口區文化二路一段123 號 3 樓(林口二期)櫃位70430 門-收貨：10-16,02-26095889,0910-232449,月結45天,20260311,,
C3329,法朋-中和甜點部,53930285,鄭捷,張沛宸,S級客戶,烘焙業,西式麵包店,新北市中和區,新北市中和區建康路1號-收貨： 09:00-18:00 (簽收單拍照給小捷),02-89788370,,月結30天,20260323,,
C3330,林芝玄老師,82173508,苗實,張沛宸,C級客戶,公家/教學單位,烘焙教室,新北市五股區,新北市五股區芳洲二路148號3樓-收貨:09:00-18:00,0918-888456,,貨到收款,20250313,,
C3331,林芝玄老師,,苗實,,C級客戶,公家/教學單位,烘焙教室,新北市五股區,新北市五股區芳洲二路148號3樓-收貨:09:00-18:00,0918-888456,,貨到收款,,,
C3332,祥誼商店,2282069,苗實,張沛宸,C級客戶,業內合作夥伴/經銷商,盤商,新北市新店區,新北市新店區玫瑰路58巷3號-收貨:09:00-24:00,0935-872796,02-22155678,貨到收款,20250930,,
C3333,釛匠研所,94077656,陳盈穎,張沛宸,P級客戶,烘焙業,西式麵包店,新北市中和區,新北市中和區中山路二段482巷17號5樓-收貨9:00後(電話:02-22236781),0981-238264,02-22236781,月結30天,20260316,,
C3334,歐嬤-央廠,82949278,苗實,張沛宸,C級客戶,烘焙業,西式麵包店,新北市新店區,新北市新店區中正路495號5樓-收貨:08:00-17:00*六日休,0972-812932,02-23620164,月結30天,20250729,,
C3335,畲望DESSERTSIRE,,苗實,張沛宸,C級客戶,烘焙業,個人工作室,新北市三重區,新北市三重區三民街79號(週一休)-收貨:13:00後,0968-592467,,貨到收款,20260304,,
C3336,Hans手作(鉑圓企業社),91711916,苗實,張沛宸,C級客戶,烘焙業,西式麵包店,新北市坪林區,新北市坪林區 樟空子1-1號-收貨 : 週六日,0921-842455,,貨到收款,20251007,,
C3337,小腳印-淡水店,67526,深川真紀,,A級客戶,餐廳,泰式料理,新北市淡水區,新北市淡水區濱海路1段302號-收貨 : 9:30-~21:30,0980-203417,02-26268060,月結30天,20241028,,
C3338,瓦樂莉,25110665,苗實,,C級客戶,烘焙業,西式甜點店,新北市蘆洲區,新北市蘆洲區光復路43號-收貨:0700-2130,02-82867603,02-28730364公司,貨到收款,20241104,,
C3339,星期三烘焙工作室,,苗實,張沛宸,C級客戶,烘焙業,個人工作室,新北市林口區,新北市林口區麗園一街2巷1號B1(顧家超市旁)-收貨:平日皆可*六日休,0912-160936,,貨到收款,20250328,,
C3340,Dwich demma,162465,鄭捷,,N級客戶,烘焙業,西式麵包店,新北市板橋區,新北市板橋區莊敬路111號-收貨:11:00～20:00,0905-927519,,貨到收款,,,
C3341,板橋-玖仰(停用),83123099,蕭育豐,張沛宸,A級客戶,餐廳,中式餐廳,新北市板橋區,新北市板橋區文化路一段188巷51號-收貨:10:30後*營業時間:11:00-21:30,0920-008533,,月結30天,20250123,20250124,
C3342,福泰國際旅館,24948188,鄭捷,張沛宸,PF級客戶,飯店業,商務旅館,新北市汐止區,新北市汐止區大同路一段128號-收貨:9:00~12:00' 13:00~17:30 (週六至12:30下午無人驗收),02-26919222#5526,02-26919222#5123,月結30天,20250808,,
C3343,Luigi路易奇-燒肉政宗(三重),83155731,蕭育豐,朱佩珊,C級客戶,日式餐飲,燒肉店,新北市三重區,新北市三重區重新路三段18號1樓(週三四休)-收貨 : 12:00-21:00(試營運),02-29750051,,月結30天(不秀金額),20250904,,
C3344,塘塘廚坊//隨貨附發票,97121347,張皓茹,張沛宸,C級客戶,製造商,加工食品製造廠,新北市新莊區,新北市新莊區化成路382巷5號(週六日;國定假日休)-收貨 : 09:00~18:00,0935-586939,02-89918088,月結30天,20260310,,
C3345,采拉麵,,苗實,,C級客戶,日式餐飲,拉麵店,新北市三重區,新北市三重區永安北路二段21號(週日休)-收貨 : 13:00_17:00,0970-792319,,貨到收款,20241107,,
C3346,零浪費雜貨店,,苗實,張沛宸,C級客戶,通路與零售商,雜貨商,新北市林口區,新北市林口區文化三路一段191巷30號(週日休)-收貨 : 10:00-19:00,0926-093053,,貨到收款,20251013,,
C3347,Météore Labo,20972,苗實,張沛宸,C級客戶,飲品咖啡店,咖啡店,新北市新莊區,新北市新莊區中港路687號1樓-收貨 : 08:00~18:00*不定休,02-85228997,0920-821202,貨到收款,20260312,,
C3348,克瑞斯,37889611,苗實,張沛宸,C級客戶,烘焙業,西式甜點店,新北市板橋區,新北市板橋區僑中二街108巷28號,0932-329442,,貨到收款,20250923,,
C3349,EMILY ROVER,91778084,苗實,張沛宸,C級客戶,烘焙業,個人工作室,新北市深坑區,新北市深坑區深南路103號1樓-收貨:09:00-18:00,0987-104104,,貨到收款,20251027,,
C3350,哇系愛呷鬼,,苗實,張沛宸,C級客戶,烘焙業,個人工作室,新北市永和區,新北市永和區豫溪街217巷17號1樓-收貨:12:00-17:00(下午到貨),0932-265922,,貨到收款,20260127,,
C3351,珠寶盒-新店央廚,53930567,陳柏皓,張沛宸,PF級客戶,烘焙業,西式麵包店,新北市新店區,新北市新店區寶橋路235巷13號5樓,02-29160278,02-29160195,月結45天,20260316,,
C3352,原味時代,66900087,苗實,張沛宸,C級客戶,烘焙業,西式麵包店,新北市三峽區,新北市汐止區福德二路359巷5號 派德食品公司**黃秀雲收 0952-679992,0952-679992,,貨到收款,20260123,,
C3353,烏圓炯炯,96824880,苗實,張沛宸,C級客戶,餐廳,早午餐,新北市汐止區,新北市汐止區明峰街7號-收貨: 週二、三-11:00-18:00,0935-376637,,貨到收款,20250226,,
C3354,Gubami social(央廠),90615014,夏嫚翎,張沛宸,PF級客戶,烘焙業,西式麵包店,新北市新店區,新北市新店區華城路2-1號-收貨: 08:00-17:00*六日休,0961-540608,,貨到收款,20251209,,
C3355,采倪食品,141103,張皓茹,張沛宸,B級客戶,烘焙業,西式麵包店,新北市永和區,新北市永和區中正路87號-收貨 : 皆可 (同塔吉地址),02-89433997,,貨到收款,,,
C3356,停用-約翰紅茶,90407521,陳柏皓,,PF級客戶,飲品咖啡店,飲料店,新北市中和區,新北市中和區興南路一段88號-收貨:10:00-18:00,02-29402666,,貨到收款,20241224,20241224,
C3357,築間酸菜魚-新北永和店,83293333,林文哲,,P級客戶,日式餐飲,日式鍋物,新北市永和區,新北市永和區永和路二段116號5樓 (收件人:倚辰02-29218889，中午12:00後到貨),02-24691555,,月結30天(不秀金額),,,
C3358,築間酸菜魚-中和環球店,83293333,林文哲,張沛宸,P級客戶,日式餐飲,日式鍋物,新北市中和區,新北市中和區中山路三段122號*門店代號:A11030* (中午12:00後到貨),02-22221555,,月結30天(不秀金額),20250331,,
C3359,築間酸菜魚-樹林秀泰店,83293333,林文哲,,P級客戶,日式餐飲,日式鍋物,新北市樹林區,新北市樹林區樹新路40-6號 *門店代號:A11020* (中午12:00後到貨),02-26862999,0986-723059,月結30天(不秀金額),,,
C3360,陶板屋三重龍門,84630426,林文哲,賴姿君,S級客戶,日式餐飲,和食餐廳,新北市三重區,新北市三重區龍門路6號3樓,02-29762131,,月結30天,20260209,,
C3361,原燒三重龍門店,84630426,林文哲,,S級客戶,日式餐飲,居酒屋/燒烤店,新北市三重區,新北市三重區龍門路8、10、12號4樓,02-89839355,,月結30天,,,
C3362,TASTY台北三峽,84630426,林文哲,賴姿君,S級客戶,餐廳,西式餐廳,新北市三峽區,新北市三峽區學成路398號3樓,02-26721866,,月結30天,20260202,,
C3363,TASTY中和板南,84630426,林文哲,賴姿君,S級客戶,餐廳,西式餐廳,新北市中和區,新北市中和區板南路665號,02-22260306,,月結30天,20260226,,
C3364,原燒中和中山店,84630426,林文哲,,S級客戶,日式餐飲,居酒屋/燒烤店,新北市中和區,新北市中和區中山路二段299號1樓,02-22491138,,月結30天,,,
C3365,陶板屋永和中正,84630426,林文哲,賴姿君,S級客戶,日式餐飲,和食餐廳,新北市永和區,新北市永和區中正路181號2F,02-29415026,,月結30天,20260316,,
C3366,原燒汐止遠雄店,84630426,林文哲,,S級客戶,日式餐飲,居酒屋/燒烤店,新北市汐止區,新北市汐止區新台五路一段99號2樓,02-26973018,,月結30天,,,
C3367,陶板屋汐止遠雄,84630426,林文哲,賴姿君,S級客戶,日式餐飲,和食餐廳,新北市汐止區,新北市汐止區新台五路一段99號2樓(汐止遠雄購物中心),02-26972580,,月結30天,20260305,,
C3368,夏慕尼板橋民生,84630426,林文哲,賴姿君,S級客戶,餐廳,鐵板燒,新北市板橋區,新北市板橋區民生路二段235號1樓及231號地下1樓,02-22509169,,月結30天,20260312,,
C3369,陶板屋板橋捷運新,84630426,林文哲,賴姿君,S級客戶,日式餐飲,和食餐廳,新北市板橋區,新北市板橋區文化路一段360號2-3樓(三猿廣場),02-22552900,,月結30天,20260304,,
C3370,和牛涮板橋文化,84630426,林文哲,賴姿君,S級客戶,日式餐飲,日式鍋物,新北市板橋區,新北市板橋區文化路一段280號2樓,02-22565132,,月結30天,20260317,,
C3371,原燒板橋文化店,84630426,林文哲,,S級客戶,日式餐飲,居酒屋/燒烤店,新北市板橋區,新北市板橋區文化路一段280號2樓,02-22592250,,月結30天,,,
C3372,藝奇板橋麗寶,84630426,林文哲,賴姿君,S級客戶,日式餐飲,和食餐廳,新北市板橋區,新北市板橋區縣民大道二段3號6樓,02-22721122,,月結30天,20250825,,
C3373,TASTY板橋中山,84630426,林文哲,賴姿君,S級客戶,餐廳,西式餐廳,新北市板橋區,新北市板橋區中山路一段6號2樓,02-29629955,,月結30天,20260205,,
C3374,王品板橋縣民大道,84630426,林文哲,賴姿君,S級客戶,餐廳,西式餐廳,新北市板橋區,新北市板橋區縣民大道一段189號2樓,02-22722016,,月結30天,20260318,,
C3375,陶板屋林口仁愛,84630426,林文哲,賴姿君,S級客戶,日式餐飲,和食餐廳,新北市林口區,新北市林口區仁愛路二段500號,02-26026950,,月結30天,20260202,,
C3376,陶板屋淡水淡新家樂福,84630426,林文哲,賴姿君,S級客戶,日式餐飲,和食餐廳,新北市淡水區,新北市淡水區中山北路二段383號3樓,02-26237515,,月結30天,20250121,,
C3377,TASTY淡水中山,84630426,林文哲,賴姿君,S級客戶,餐廳,西式餐廳,新北市淡水區,新北市淡水區中山路8號3樓,02-26263255,,月結30天,20260305,,
C3378,TASTY新店民權,84630426,林文哲,賴姿君,S級客戶,餐廳,西式餐廳,新北市新店區,新北市新店區民權路82號2樓,02-22181400,,月結30天,20260202,,
C3379,陶板屋新店北新,84630426,林文哲,賴姿君,S級客戶,日式餐飲,和食餐廳,新北市新店區,新北市新店區北新路二段108號2樓,02-89112633,,月結30天,20260224,,
C3380,原燒新莊中正店,84630426,林文哲,,S級客戶,日式餐飲,居酒屋/燒烤店,新北市新莊區,新北市新莊區中正路425號2樓,02-22028891,,月結30天,,,
C3381,TASTY新莊新泰,84630426,林文哲,賴姿君,S級客戶,餐廳,西式餐廳,新北市新莊區,新北市新莊區新泰路303號2樓,02-29921303,,月結30天,20260210,,
C3382,陶板屋樹林中山,84630426,林文哲,賴姿君,S級客戶,日式餐飲,和食餐廳,新北市樹林區,新北市樹林區中山路一段100號2F及102號2F,02-26852485,,月結30天,20260202,,
C3383,藝奇蘆洲集賢,84630426,林文哲,賴姿君,S級客戶,日式餐飲,和食餐廳,新北市蘆洲區,新北市蘆洲區集賢路401號2樓,02-22812022,,月結30天,20250623,,
C3384,TASTY蘆洲集賢,84630426,林文哲,賴姿君,S級客戶,餐廳,西式餐廳,新北市蘆洲區,新北市蘆洲區集賢路409號2樓,02-22810806,,月結30天,20260203,,
C3385,撒福豆-板橋店,84310492,周怡君,張沛宸,P級客戶,餐廳,蔬食餐廳,新北市板橋區,新北市板橋區文化路一段47號3樓 (朱淑芬收),0921-053310朱淑芬,台北電話0938913983,月結30天,20260209,,
C3386,愛吐司,95154742,苗實,張沛宸,C級客戶,烘焙業,西式麵包店,新北市樹林區,新北市樹林區樹中街17號  營業7:00~18:00,02-86861637,0926-749191陳'r,貨到收款,20260305,,
C3387,欣葉 -汐止總倉,12107610,李丞凱,張瑋玲,P級客戶,餐廳,中式餐廳,新北市汐止區,新北市汐止區康寧街163號6樓 -收貨9:00-18:00 *週日店休,02-2652-8999 #8141,02-26528999公司,月結30天,20260310,,
C3388,欣葉 日料健康(芥花油),12107610,李丞凱,張瑋玲,P級客戶,餐廳,Buffet自助餐,台北市松山區,台北市松山區健康路156號,02-27663666店,02-26528999公司,月結30天,20260226,,
C3389,古竹君,,陳采立,,N級客戶,烘焙業,個人工作室,新北市新店區,新北市新店區央北一路16號六樓之一-收貨:  09:00-18:00,0913-043367,,貨到收款,,,
C3390,約翰紅茶-中和門市,91277173,陳柏皓,張沛宸,PF級客戶,飲品咖啡店,飲料店,新北市中和區,新北市中和區興南路一段88號-收貨:10:00-18:00,02-29402666,,貨到收款,20250109,,
C3391,Ken Bakery,232119,苗實,,C級客戶,烘焙業,個人工作室,新北市中和區,新北市中和區建一路83號4樓-收貨: 09:30-15:00*週六 週日店休,0978-987771,,貨到收款,,,
C3392,盛都食品(籌備中 ),90799060,鄭捷,林宛瑜,N級客戶,烘焙業,個人工作室,新北市淡水區,新北市淡水區沙崙路一段126巷133號1樓-收貨:10:00-17:00,0967-126726,,貨到收款,,,
C3393,芭蕉堂,50861382,鄭捷,張沛宸,PF級客戶,烘焙業,伴手禮,新北市林口區,新北市林口區文化三路一段356號 1樓( 三井OUTLET)-收貨: 11:00~21:30*六~週日-10:30~22:00,0987-880-278,,月結45天,20250227,,
C3394,Luigi路易奇-燒肉政宗(中和),83155731,蕭育豐,朱佩珊,C級客戶,日式餐飲,燒肉店,新北市中和區,新北市中和區永貞路284號1樓(週一二休)-收貨 : 1200-2100,02-29286007,,月結30天(不秀金額),20260303,,
C3395,愷壽司(匯款),83639,苗實,張沛宸,C級客戶,日式餐飲,壽司店,新北市林口區,新北市林口區富貴路71號(週日休)-營業12:00-14:00、18:00-21:00,02-26033899,0987-247958,貨到收款,20251224,,
C3396,紅葉蛋糕-三重店,96812110,蕭育豐,張沛宸,C級客戶,烘焙業,西式甜點店,新北市三重區,新北市三重區正義北路153號-收貨:11:00-20:00,02-9881082,,月結30天,20260206,,
C3397,樂比亞五股PC廠,90488039,林文哲,張沛宸,S級客戶,製造商,鮮食廠,新北市五股區,新北市五股區五權三路48號-收貨:09:00~12:00 *週三店休,02-22980141,,月結30天,20260320,,
C3398,Tammy手作烘焙,,張皓茹,,N級客戶,烘焙業,個人工作室,新北市三重區,新北市三重區重新路三段105-1號4樓-收貨:08:00～19:00*六日公休,0936-885201,,貨到收款,,,
C3399,Ponpie(澎派夢想),90703585,苗實,張沛宸,C級客戶,烘焙業,西式甜點店,新北市板橋區,新北市板橋區和平路45號4樓 (有電梯),02-22722224,0933-050268,貨到收款,20260303,,
C3400,板橋-玖仰,54857699,蕭育豐,林宛瑜,A級客戶,餐廳,中式餐廳,新北市板橋區,新北市板橋區文化路一段188巷51號-收貨:10:30後*營業時間:11:00-21:30,0920-008533,,月結30天,20260413,,
C3401,Pâtisserie S. 甜盒子,90229890,苗實,張沛宸,C級客戶,烘焙業,西式甜點店,新北市新店區,新北市新店區北新路一段88巷22號-收貨:11:30-19:00,0968-609219,,貨到收款,20250919,,
